--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build 1413b34 · 2026-07-24 17:22:14 UTC
  ~ auto-generated — do not edit
]]


"lang"
{
	"Language"		"portuguese"
		"DOTA_Tooltip_ability_kez_falcon_rush_custom_duration"				"DURAÇÃO:"
		"DOTA_Tooltip_ability_kez_falcon_rush_custom_rush_range"			"ALCANCE DO SALTO:"
		"DOTA_Tooltip_ability_kez_falcon_rush_custom_slow_resist"			"%RESIST. A ABRANDAMENTOS:"
		"DOTA_Tooltip_ability_kez_falcon_rush_custom_rush_speed"			"RAPIDEZ DO SALTO:"
		"DOTA_Tooltip_ability_kez_falcon_rush_custom_base_echo_damage"			"%DANO DE ATAQUES ECOANTES:"
		"DOTA_Tooltip_ability_kez_falcon_rush_custom_echo_proc_chance_reduction"	"%REDUÇÃO DE PROB. DE ECO ATIVAR EFEITOS:"

		"DOTA_Tooltip_ability_kez_talon_toss_custom"											"Lançamento de Garras"
		"DOTA_Tooltip_ability_kez_talon_toss_custom_Lore"										"Na batalha contra adversários mais fortes, o Shodo dependia da distância e causava confusão nas fileiras inimigas."
		"DOTA_Tooltip_ability_kez_talon_toss_custom_Description"								"O herói arremessa seu sai na unidade selecionada, silenciando-a e causando um dano fixo considerado como um ataque."
		"DOTA_Tooltip_ability_kez_talon_toss_custom_damage"										"DANO:"
		"DOTA_Tooltip_ability_kez_talon_toss_custom_silence_duration"							"DURAÇÃO DO SILÊNCIO:"

		"DOTA_Tooltip_ability_kez_shodo_sai_custom"												"Shodo Sai"
		"DOTA_Tooltip_ability_kez_shodo_sai_custom_Lore"										"Mesmo que os próprios Shodo se tenham perdido, o seu conhecimento beneficiará o povo de Kez mais do que uma vez."
		"DOTA_Tooltip_ability_kez_shodo_sai_custom_Description"									"Kez tem uma probabilidade de desferir golpes críticos no alvo quando ataca com os punhais Sai.<br><br>Kez pode ativar a habilidade para se desarmar, fixar a direção para a qual está virado e defletir ataques e efeitos de ataques vindos da direção especificada durante %parry_duration%s. Se um ataque de um herói inimigo for defletido desta forma, esse herói ficará atordoado durante %parry_stun_duration%s e será marcado. Quando um alvo marcado é atacado pelo Kez, será desferido um golpe crítico garantido e o alvo será atordoado.<br><br>A sub-habilidade pode ser usada para cancelar o desarme mais cedo."
		"DOTA_Tooltip_ability_kez_shodo_sai_custom_sai_proc_vuln_chance"	"%PROB. DE DANO CRÍTICO:"
		"DOTA_Tooltip_ability_kez_shodo_sai_custom_base_crit_pct"			"%DANO CRÍTICO:"
		"DOTA_Tooltip_ability_kez_shodo_sai_custom_vuln_duration"			"MARCADO - DURAÇÃO:"
		"DOTA_Tooltip_ability_kez_shodo_sai_custom_stun_duration"			"MARCADO - DURAÇÃO DO STUN:"
		"DOTA_Tooltip_ability_kez_shodo_sai_custom_parry_bonus_crit"		"%DEFLEXÃO - DANO CRÍTICO ADICIONAL:"
		"DOTA_Tooltip_ability_kez_shodo_sai_custom_parry_bonus_stun_duration"	 "DEFLEXÃO - DURAÇÃO DO STUN ADICIONAL:"

		"DOTA_Tooltip_ability_kez_ravens_veil_custom"											"Véu do Corvo"
		"DOTA_Tooltip_ability_kez_ravens_veil_custom_Lore"										"Os mestres do Shodo estão constantemente em guarda: na expectativa de uma ameaça ou oportunidade favorável, estão prontos a qualquer momento para mergulhar nas sombras e tomar a iniciativa na batalha."
		"DOTA_Tooltip_ability_kez_ravens_veil_custom_Description"								"O herói liberta uma onda de fumo que deixa uma marca melhorada nos inimigos próximos e reduz brevemente a sua visão. O herói recebe uma dissipação normal e ganha velocidade de movimento adicional até fazer um ataque ou lançar um feitiço."
		"DOTA_Tooltip_ability_kez_ravens_veil_custom_blast_radius"								"RAIO DE ONDA:"
		"DOTA_Tooltip_ability_kez_ravens_veil_custom_blast_speed"								"VELOCIDADE DE ONDA:"
		"DOTA_Tooltip_ability_kez_ravens_veil_custom_buff_duration"								"DURAÇÃO:"
		"DOTA_Tooltip_ability_kez_ravens_veil_custom_bonus_ms"									"% VELOCIDADE DE MOVIMENTO ADICIONAL:"
		"DOTA_Tooltip_ability_kez_ravens_veil_custom_blind_duration"							"VER DURAÇÃO REDUZIDA:"



		"DOTA_Tooltip_modifier_kez_ravens_veil_custom"								"Véu do Corvo"
		"DOTA_Tooltip_modifier_kez_ravens_veil_custom_Description"					"A criatura move-se %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% mais rápido até ao próximo ataque ou habilidade lançada."

		"DOTA_Tooltip_modifier_kez_ravens_veil_custom_debuff"						"Véu do Corvo"
		"DOTA_Tooltip_modifier_kez_ravens_veil_custom_debuff_Description"			"A visão foi reduzida e está gradualmente a voltar ao normal."

		"DOTA_Tooltip_modifier_kez_echo_slash_custom_debuff"						"Eco Corte"
		"DOTA_Tooltip_modifier_kez_echo_slash_custom_debuff_Description"			"Movimento retardado em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		"DOTA_Tooltip_modifier_kez_grappling_claw_custom_debuff"					"Garra de luta"
		"DOTA_Tooltip_modifier_kez_grappling_claw_custom_debuff_Description"		"Movimento retardado em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		"DOTA_Tooltip_modifier_kez_kazurai_katana_custom_debuff"					"Kazurai Katana"
		"DOTA_Tooltip_modifier_kez_kazurai_katana_custom_debuff_Description"		"A criatura sofre dano ao longo do tempo e tem a sua regeneração de saúde reduzida em %dMODIFIER_PROPERTY_HP_REGEN_AMPLIFY_PERCENTAGE%%%."

		"DOTA_Tooltip_modifier_kez_raptor_dance_custom"								"Dança do Raptor"
		"DOTA_Tooltip_modifier_kez_raptor_dance_custom_Description"					"A criatura é imune a efeitos e tem +%dMODIFIER_PROPERTY_MAGICAL_RESISTANCE_BONUS%%% de resistência mágica."

		"DOTA_Tooltip_modifier_kez_falcon_rush_custom"								"Falcão Rush"
		"DOTA_Tooltip_modifier_kez_falcon_rush_custom_Description"					"A criatura tem a capacidade de atacar instantaneamente as vítimas, infligindo-lhes um ataque duplo."
		
		"DOTA_Tooltip_modifier_kez_talon_toss_custom"								"Lançamento de Garras"
		"DOTA_Tooltip_modifier_kez_talon_toss_custom_Description"					"Não é possível utilizar habilidades"

		"DOTA_Tooltip_modifier_kez_shodo_sai_custom"								"Shodo Sai"
		"DOTA_Tooltip_modifier_kez_shodo_sai_custom_Description"					"A criatura bloqueia os ataques pela frente. Se o ataque for aparado com sucesso, será aplicada uma marca melhorada ao inimigo atacante."

		"DOTA_Tooltip_modifier_kez_shodo_sai_custom_mark"							"Marca de Shodo Sai"
		"DOTA_Tooltip_modifier_kez_shodo_sai_custom_mark_Description"				"O próximo ataque ou dano de habilidade de Kez atingirá criticamente e atordoará a criatura."

		"DOTA_Tooltip_modifier_kez_falcon_rush_custom_barrier"						"Falcão Rush"
		"DOTA_Tooltip_modifier_kez_falcon_rush_custom_barrier_Description"			"Uma barreira que absorve o dano mágico."

		"DOTA_Tooltip_modifier_kez_falcon_rush_custom_magic_immune"					"Véu do Corvo"
		"DOTA_Tooltip_modifier_kez_falcon_rush_custom_magic_immune_Description"		"Imune à magia."

		"DOTA_Tooltip_modifier_kez_switch_weapons_custom_scepter"					"Mudar de Disciplina"

		"DOTA_Tooltip_modifier_kez_switch_weapons_custom_bonus_damage"					"Switch Discipline (Katana)"
"DOTA_Tooltip_modifier_kez_switch_weapons_custom_bonus_damage_Description"		"O próximo ataque com a Katana causará dano adicional."

"DOTA_Tooltip_modifier_kez_switch_weapons_custom_bonus_movespeed"					"Switch Discipline (Sai)"
"DOTA_Tooltip_modifier_kez_switch_weapons_custom_bonus_movespeed_Description"		"A velocidade de movimento ao usar o Sai é aumentada em %dMODIFIER_PROPERTY_TOOLTIP%%%."






		///////////////////////////////////////////////////////////////////////////////////////////////---------------------------URSA

		"DOTA_Tooltip_ability_ursa_maul_custom"						"Maul"
		"DOTA_Tooltip_ability_ursa_maul_custom_Description"			"Ursa ganha um bónus de dano igual a uma percentagem da sua vida atual."
		"DOTA_Tooltip_ability_ursa_maul_custom_health_as_damage_pct"	"%VIDA COMO DANO:"
		"DOTA_Tooltip_modifier_ursa_maul_custom"						"Maul"
		"DOTA_Tooltip_modifier_ursa_maul_custom_Description"			"Dano aumentado em %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%."


		"DOTA_Tooltip_ability_ursa_earthshock_custom"											"Earthshock"
		"DOTA_Tooltip_ability_ursa_earthshock_custom_Description"								"Ursa avança %hop_distance% unidades para a frente com um salto e dá uma poderosa pancada no chão que abranda e causa dano a todas as unidades inimigas numa área próxima durante %abilityduration% segundos."
		"DOTA_Tooltip_ability_ursa_earthshock_custom_Lore"										"Assim como a terra treme sob o peso dos passos do poderoso urso, os adversários começam a tremer ao vê-lo."
		"DOTA_Tooltip_ability_ursa_earthshock_custom_movement_slow"								"% DESACELERAR:"
		"DOTA_Tooltip_ability_ursa_earthshock_custom_shock_radius"								"RAIO:"
		"DOTA_Tooltip_ability_ursa_earthshock_custom_damage"									"DANO:"

		"DOTA_Tooltip_ability_ursa_overpower_custom"											"Overpower"
		"DOTA_Tooltip_ability_ursa_overpower_custom_Lore"										"O tamanho impressionante engana - Ulfsaar é extremamente ágil."
		"DOTA_Tooltip_ability_ursa_overpower_custom_Description"								"Ursa ganha um bónus de rapidez de ataque e resistência a abrandamentos num dado número de ataques subsequentes."
		"DOTA_Tooltip_ability_ursa_overpower_custom_Note0"										"O efeito não pode ser removido pelo item Black King Bar."
		"DOTA_Tooltip_ability_ursa_overpower_custom_Note1"										"Um ataque que falhe o alvo ainda consumirá uma carga desta habilidade."
		"DOTA_Tooltip_ability_ursa_overpower_custom_max_attacks"								"ATAQUE:"
		"DOTA_Tooltip_ability_ursa_overpower_custom_attack_speed_bonus_pct"						"VELOCIDADE DE ATAQUE ADICIONAL:"
		"DOTA_Tooltip_ability_ursa_overpower_custom_slow_resist"								"% RESISTÊNCIA LENTA:"
		"DOTA_Tooltip_ability_ursa_overpower_custom_duration"									"DURAÇÃO:"

		"DOTA_Tooltip_ability_ursa_fury_swipes_custom"											"Fury Swipes"
		"DOTA_Tooltip_ability_ursa_fury_swipes_custom_Lore"										"Na natureza, os feridos raramente sobrevivem aos ataques de predadores famintos."
		"DOTA_Tooltip_ability_ursa_fury_swipes_custom_Description"								"Os ataques normais do Ursa causam feridas mais profundas, fazendo com que ataques consecutivos no mesmo inimigo causem mais dano. Se o mesmo alvo não for atacado após %bonus_reset_time% segundos, o bónus de dano desaparece."
		"DOTA_Tooltip_ability_ursa_fury_swipes_custom_Note0"									"Os efeitos são desativados pela exaustão."
		"DOTA_Tooltip_ability_ursa_fury_swipes_custom_Note1"									"Os efeitos já aplicados não são desativados pela exaustão."
		"DOTA_Tooltip_ability_ursa_fury_swipes_custom_damage_per_stack"							"DANO POR EFEITO:"
		"DOTA_Tooltip_ability_ursa_fury_swipes_custom_bonus_reset_time"							"DURAÇÃO DO EFEITO:"

		"DOTA_Tooltip_ability_ursa_enrage_custom"												"Enrage"
		"DOTA_Tooltip_ability_ursa_enrage_custom_Lore"											"Ulfsaar rende-se ao seu antigo espírito, adquirindo uma ferocidade sem precedentes."
		"DOTA_Tooltip_ability_ursa_enrage_custom_Description"									"O Ursa entra num estado de fúria, ganhando um bónus de redução de dano e de resistência a debuffs. Remove quaisquer debuffs em efeito.\n\nTIPO DE DISSIPAÇÃO (DISPEL): Forte"
		"DOTA_Tooltip_ability_ursa_enrage_custom_damage_reduction"		                        "% REDUÇÃO DE DANO:"
		"DOTA_Tooltip_ability_ursa_enrage_custom_status_resistance"		                    	"% RESISTÊNCIA AOS EFEITOS:"
		"DOTA_Tooltip_ability_ursa_enrage_custom_duration"					                    "DURAÇÃO:"



		"DOTA_Tooltip_modifier_ursa_earthshock_custom_debuff"								"Choque Terrestre"
		"DOTA_Tooltip_modifier_ursa_earthshock_custom_debuff_Description"					"Retardado em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%"

		"DOTA_Tooltip_modifier_ursa_overpower_custom"										"Superar"
		"DOTA_Tooltip_modifier_ursa_overpower_custom_Description"							"Ataques com grande velocidade! Aumento da resistência lenta."

		"DOTA_Tooltip_modifier_ursa_fury_swipes_custom_debuff"								"Golpes de Fúria"
		"DOTA_Tooltip_modifier_ursa_fury_swipes_custom_debuff_Description"					"Os ataques da Ursa causarão dano extra."

		"DOTA_Tooltip_modifier_modifier_ursa_6_armor"										"Ursa Desolada"
		"DOTA_Tooltip_modifier_modifier_ursa_6_armor_Description"							"Armadura reduzida em %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."

		"DOTA_Tooltip_modifier_ursa_enrage_custom"											"Enfurecido"
		"DOTA_Tooltip_modifier_ursa_enrage_custom_Description"								"Dano sofrido reduzido em %dMODIFIER_PROPERTY_INCOMING_DAMAGE_PERCENTAGE%%%, resistência ao efeito aumentada em %dMODIFIER_PROPERTY_STATUS_RESISTANCE_STACKING%%%."





		///////////////////////////////////////////////////////////////////////////////////////////////---------------------------WARLOCK

		"DOTA_Tooltip_ability_warlock_eldritch_summoning_custom"						"Eldritch Summoning"
		"DOTA_Tooltip_ability_warlock_eldritch_summoning_custom_Note1"					"Diabretes inferiores não explodem quando são mortos por heróis inimigos."
		"DOTA_Tooltip_ability_warlock_eldritch_summoning_custom_Description"			"Sempre que uma unidade inimiga morrer enquanto afetada por uma ou mais habilidades do Warlock, é invocado um diabrete inferior que dura %minor_imp_duration%s e explode ao morrer. Os diabretes irão perseguir automaticamente unidades por perto (perseguem heróis afetados por Fatal Bonds primeiro, sempre que possível) e irão explodir quando alcançarem o alvo."
		"DOTA_Tooltip_ability_warlock_eldritch_summoning_custom_imp_health"			"VIDA DO DIABRETE:"
		"DOTA_Tooltip_ability_warlock_eldritch_summoning_custom_imp_explode"			"DANO DA EXPLOSÃO:"

		"DOTA_Tooltip_ability_warlock_fatal_bonds_custom"										"Fatal Bonds"
		"DOTA_Tooltip_ability_warlock_fatal_bonds_custom_Description"							"Liga várias unidades inimigas visíveis, fazendo com que uma percentagem do dano causado a uma delas seja sentido pelas outras."
		"DOTA_Tooltip_ability_warlock_fatal_bonds_custom_Lore"									"Um feitiço antigo que une as forças vitais de vários seres numa única entidade."
		"DOTA_Tooltip_ability_warlock_fatal_bonds_custom_count"									"INIMIGOS CONECTADOS:"
		"DOTA_Tooltip_ability_warlock_fatal_bonds_custom_duration"								"DURAÇÃO:"
		"DOTA_Tooltip_ability_warlock_fatal_bonds_custom_damage_share_percentage"				"% DANO DISTRIBUÍDO:"
		"DOTA_Tooltip_ability_warlock_fatal_bonds_custom_Note0"									"O dano total é do mesmo tipo causado originalmente."
		"DOTA_Tooltip_ability_warlock_fatal_bonds_custom_search_aoe"    "RAIO DE BUSCA DE LIGAÇÃO:"

		"DOTA_Tooltip_ability_warlock_shadow_word_custom"										"Shadow Word"
		"DOTA_Tooltip_ability_warlock_shadow_word_custom_Description"							"Warlock enfeitiça uma unidade, fazendo com que cause dano a inimigos e cure aliados por perto. O alvo também será curado se for um aliado ou sofrerá dano se for um inimigo."
		"DOTA_Tooltip_ability_warlock_shadow_word_custom_Lore"									"As artes arcanas de Demnok têm muitas utilizações, sejam feitiços de cura poderosos ou uma maldição devastadora."
		"DOTA_Tooltip_ability_warlock_shadow_word_custom_duration"								"DURAÇÃO:"
		"DOTA_Tooltip_ability_warlock_shadow_word_custom_spell_aoe"								"FAIXA:"
		"DOTA_Tooltip_ability_warlock_shadow_word_custom_damage"								"CURA/DANO:"

		"DOTA_Tooltip_ability_warlock_upheaval_custom"											"Upheaval"
		"DOTA_Tooltip_ability_warlock_upheaval_custom_Description"								"<font color='#F2A93E'>REQUER CONCENTRAÇÃO</font> - Uma poderosa corrente que abranda, causa dano e fica mais forte à medida que for <font color='#F2A93E'>concentrada</font>. Dura até %abilitychanneltime%s. Os inimigos são abrandados durante %duration%s depois de saírem da área ou a habilidade terminar."
		"DOTA_Tooltip_ability_warlock_upheaval_custom_Lore"										"Demnok manipula o espaço e o tempo, enfraquecendo exércitos inteiros."
		"DOTA_Tooltip_ability_warlock_upheaval_custom_Note0"									"A lentidão depende da duração do lançamento da habilidade, não do tempo na sua área de efeito."
		"DOTA_Tooltip_ability_warlock_upheaval_custom_abilitychanneltime"						"TEMPO MÁXIMO DE APLICAÇÃO:"
		"DOTA_Tooltip_ability_warlock_upheaval_custom_max_slow"									"%ATRASO MÁXIMO:"
		"DOTA_Tooltip_ability_warlock_upheaval_custom_slow_per_second"							"%LENTO POR SEGUNDO:"
		"DOTA_Tooltip_ability_warlock_upheaval_custom_aoe"										"RAIO:"
		"DOTA_Tooltip_ability_warlock_upheaval_custom_damage_per_second"						"DANO POR SEGUNDO:"
		"DOTA_Tooltip_ability_warlock_upheaval_custom_max_damage"								"DANO MÁXIMO:"

		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom"										"Chaotic Offering"
		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom_Description"							"Invoca um Golem das profundezas, causando atordoamento (stun) a inimigos durante %stun_duration%s. O Golem vive durante %golem_duration%s, sofre dano reduzido de feitiços, é resistente a abrandamentos e tem as habilidades Permanent Immolation e Flaming Fists quando ataca."
		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom_Lore"								"Demnok liberta um espírito cativo do seu Cajado Dreadwood, que destrói as fileiras inimigas."
		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom_Note0"								"Destrói árvores na área de efeito."
		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom_aoe"									"RAIO DE ATORDOAMENTO:"
		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom_golem_hp"							"Saúde do GOLEM:"
		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom_golem_dmg"							"DANO DO GOLEM:"
		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom_tooltip_golem_armor"					"ARMADURA DE GOLEM:"
		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom_golem_health_regen"					"RESTAURAR A SAÚDE DO GOLEM:"
		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom_golem_movement_speed"				"VELOCIDADE DE MOVIMENTO DO GOLEM:"
		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom_golem_gold_bounty"					"OURO PARA MATAR UM GOLEM:"
		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom_bonus_slow_resistance"				"%GOLEM RESISTÊNCIA LENTA:"
		"DOTA_Tooltip_ability_warlock_rain_of_chaos_custom_golem_armor"    "ARMADURA DO GÓLEM:"

		"DOTA_Tooltip_ability_warlock_golem_flaming_fists_custom"								"Flaming Fists"
		"DOTA_Tooltip_ability_warlock_golem_flaming_fists_custom_Description"					"Causa dano adicional a unidades próximas ao atacar."
		"DOTA_Tooltip_ability_warlock_golem_flaming_fists_custom_damage"						"DANO EXTRA:"
		"DOTA_Tooltip_ability_warlock_golem_flaming_fists_custom_radius"						"RAIO:"

		"DOTA_Tooltip_ability_warlock_golem_permanent_immolation_custom"						"Permanent Immolation"
		"DOTA_Tooltip_ability_warlock_golem_permanent_immolation_custom_Description"			"Queima os inimigos do Golem na sua proximidade, causando dano por segundo."
		"DOTA_Tooltip_ability_warlock_golem_permanent_immolation_custom_damage"					"DANO:"
		"DOTA_Tooltip_ability_warlock_golem_permanent_immolation_custom_radius"					"RAIO DA AURA:"

		"DOTA_Tooltip_ability_warlock_flaming_fists_custom"										"Punhos Flamejantes"
		"DOTA_Tooltip_ability_warlock_flaming_fists_custom_Description"							"Causa dano extra aos inimigos em redor do alvo do ataque."
		"DOTA_Tooltip_ability_warlock_flaming_fists_custom_damage"								"DANO EXTRA:"
		"DOTA_Tooltip_ability_warlock_flaming_fists_custom_radius"								"RAIO:"

		"DOTA_Tooltip_ability_warlock_permanent_immolation_custom"								"Imolação Permanente"
		"DOTA_Tooltip_ability_warlock_permanent_immolation_custom_Description"					"Causa os inimigos perto do golem, causando dano ao longo do tempo."
		"DOTA_Tooltip_ability_warlock_permanent_immolation_custom_damage"						"DANO:"
		"DOTA_Tooltip_ability_warlock_permanent_immolation_custom_radius"						"RAIO DA AURA:"

		"DOTA_Tooltip_ability_warlock_self_immolation_custom"									"Autoimolação"
		"DOTA_Tooltip_ability_warlock_self_immolation_custom_Description"						"Altera a aparência. Muda o tipo de ataque do herói para corpo a corpo e aumenta as características."
		"DOTA_Tooltip_ability_warlock_self_immolation_custom_bonus_health"						"% SAÚDE EXTRA:"
		"DOTA_Tooltip_ability_warlock_self_immolation_custom_status_resistance"					"% RESISTÊNCIA LENTA:"
		"DOTA_Tooltip_ability_warlock_self_immolation_custom_bonus_damage"						"DANO ADICIONAL:"
		"DOTA_Tooltip_ability_warlock_self_immolation_custom_regenhp"							"% RESTAURAÇÃO DE SAÚDE:"
		"DOTA_Tooltip_ability_warlock_self_immolation_custom_speedbase"							"VELOCIDADE DE ATAQUE BÁSICA:"

		"DOTA_Tooltip_ability_item_warlock_book_custom"											"Grimório Negro"
		"DOTA_Tooltip_ability_item_warlock_book_custom_Description"								"O item não pode ser largado ou colocado na mochila. Usar o item removerá permanentemente o item do herói e preencherá a barra de talentos em 1 por cada morte de um Campeão Creep, Sapo de Gelo ou Porco Dourado. Para usar um item, certo - clique nele e selecione Usar. Uma vez a cada 5 minutos, recebe 1 cobrança adicional."



		"DOTA_Tooltip_modifier_warlock_fatal_bonds_custom"								"Laços fatais"
		"DOTA_Tooltip_modifier_warlock_fatal_bonds_custom_Description"					"Distribui %dMODIFIER_PROPERTY_TOOLTIP%%% de todos os danos às unidades ligadas"

		"DOTA_Tooltip_modifier_warlock_shadow_word_custom"								"Palavra Sombra"
		"DOTA_Tooltip_modifier_warlock_shadow_word_custom_Description"					"O inimigo sofre dano ao longo do tempo, o aliado cura ao longo do tempo."

		"DOTA_Tooltip_modifier_warlock_upheaval_custom_debuff"							"Revolta"
		"DOTA_Tooltip_modifier_warlock_upheaval_custom_debuff_Description"				"Velocidade de movimento reduzida."

		"DOTA_Tooltip_modifier_warlock_upheaval_custom"									"Revolta"
		"DOTA_Tooltip_modifier_warlock_upheaval_custom_Description"						"A revolta funciona em torno do herói."

		"DOTA_Tooltip_modifier_warlock_upheaval_custom_handler"							"Revolta"
		"DOTA_Tooltip_modifier_warlock_upheaval_custom_handler_Description"				"Habilidades até Upheaval adicional"

		"DOTA_Tooltip_modifier_warlock_permanent_immolation_custom_debuff"				"Imolação"
		"DOTA_Tooltip_modifier_warlock_permanent_immolation_custom_debuff_Description"	"Sofre dano se um golem estiver próximo"

		"DOTA_Tooltip_modifier_warlock_fatal_bonds_custom_handler"						"Laços fatais"
		"DOTA_Tooltip_modifier_warlock_fatal_bonds_custom_handler_Description"			"Dano aumentado em %dMODIFIER_PROPERTY_PREATTACK_BONUS_DAMAGE%."

		"DOTA_Tooltip_modifier_warlock_12_buff"											"Velocidade do Bruxo"
		"DOTA_Tooltip_modifier_warlock_12_buff_Description"								"Velocidade de movimento aumentada em %dMODIFIER_PROPERTY_MOVESPEED_BONUS_CONSTANT%."
		
		"DOTA_Tooltip_modifier_warlock_golem_permanent_immolation"						"Campeão de Gorroth"
		"DOTA_Tooltip_modifier_warlock_golem_permanent_immolation_Description"			"Dano de Imolação Permanente aumentado em %dMODIFIER_PROPERTY_TOOLTIP%."
		
		"DOTA_Tooltip_modifier_warlock_rain_of_chaos_custom_aura"						"Oferta Caótica"

		"DOTA_Tooltip_modifier_warlock_rain_of_chaos_custom_aura_debuff"				"Oferta Caótica"
		"DOTA_Tooltip_modifier_warlock_rain_of_chaos_custom_aura_debuff_Description"	"Reduz a cura, a regeneração de saúde, o roubo de vida e o roubo de vida de magia."

		"DOTA_Tooltip_modifier_warlock_upheaval_custom_buff"							"Revolta"
		"DOTA_Tooltip_modifier_warlock_upheaval_custom_buff_Description"				"Regeneração de saúde e mana aumentada."



		///////////////////////////////////////////////////////////////////////////////////////////////---------------------------HUSKAR



		"DOTA_Tooltip_ability_huskar_inner_fire_custom"									"Inner Fire"
		"DOTA_Tooltip_ability_huskar_inner_fire_custom_Description"						"Num surto de fúria ardente, Huskar empurra todos os inimigos próximos para longe, causando-lhes dano e silenciando-os."
		"DOTA_Tooltip_ability_huskar_inner_fire_custom_Lore"							"Mesmo a carne do próprio Huscar é incapaz de conter a força vital que o domina."
		"DOTA_Tooltip_ability_huskar_inner_fire_custom_health_cost"						"GASTOS COM SAÚDE:"
		"DOTA_Tooltip_ability_huskar_inner_fire_custom_damage"							"DANO:"
		"DOTA_Tooltip_ability_huskar_inner_fire_custom_disarm_duration"					"DURAÇÃO:"
		"DOTA_Tooltip_ability_huskar_inner_fire_custom_radius"							"RAIO:"
		"DOTA_Tooltip_ability_huskar_inner_fire_custom_knockback_distance"				"FAIXA DE PULSO:"

		"DOTA_Tooltip_ability_huskar_burning_spear_custom"								"Burning Spear"
		"DOTA_Tooltip_ability_huskar_burning_spear_custom_Description"					"Huskar ateia fogo às suas lanças, causando dano ao longo do tempo com os seus ataques normais. Vários ataques acumularão dano adicional. Cada ataque consome um pouco da vida do Huskar."
		"DOTA_Tooltip_ability_huskar_burning_spear_custom_Lore"							"O guerreiro sagrado encharca a sua arma com o seu próprio sangue e incendeia-a para que a dor dos seus inimigos eclipse a sua."
		"DOTA_Tooltip_ability_huskar_burning_spear_custom_Note0"						"Os efeitos desta habilidade são cumulativos e não há limite para o seu número."
		"DOTA_Tooltip_ability_huskar_burning_spear_custom_Note1"						"Não se pode cometer suicídio com esta habilidade."
		"DOTA_Tooltip_ability_huskar_burning_spear_custom_Note2"						"Com o aspeto, Incendiário não causa danos a Roshan com base na sua saúde máxima."
		"DOTA_Tooltip_ability_huskar_burning_spear_custom_health_cost"						"%CUSTO DE VIDA MÁXIMA:"
"DOTA_Tooltip_ability_huskar_burning_spear_custom_burn_damage"							"DANO DE QUEIMA:"
"DOTA_Tooltip_ability_huskar_burning_spear_custom_burn_damage_max_pct"					"%QUEIMA DE VIDA MÁXIMA:"
"DOTA_Tooltip_ability_huskar_burning_spear_custom_duration"							"DURAÇÃO:"

		"DOTA_Tooltip_ability_huskar_berserkers_blood_custom"							"Berserker's Blood"
		"DOTA_Tooltip_ability_huskar_berserkers_blood_custom_Description"				"Os ferimentos do Huskar fortalecem-no, aumentando-lhe a rapidez de ataque, a resistência a magia e a regeneração de vida com base na vida que lhe falta. A regeneração de vida é uma percentagem da Força do Huskar."
		"DOTA_Tooltip_ability_huskar_berserkers_blood_custom_Lore"						"Privado do seu propósito divino, o guerreiro sagrado adquiriu letalidade nos combates mundanos - tanto mais significativo quanto mais o seu próprio sangue era derramado."
		"DOTA_Tooltip_ability_huskar_berserkers_blood_custom_Note0"						"Os bónus são dados linearmente: estão ausentes com saúde plena e são totalmente eficazes com menos de %hp_threshold_max%%% de saúde."
		"DOTA_Tooltip_ability_huskar_berserkers_blood_custom_maximum_attack_speed"      "VELOCIDADE MÁXIMA DE ATAQUE:"
		"DOTA_Tooltip_ability_huskar_berserkers_blood_custom_maximum_health_regen"		"% RECUPERAÇÃO DE FORÇA MÁXIMA:"
		"DOTA_Tooltip_ability_huskar_berserkers_blood_custom_maximum_magic_resist"		"% RESISTÊNCIA MÁGICA MÁXIMA:"
		"DOTA_Tooltip_ability_huskar_berserkers_blood_custom_hp_threshold_max" 			"% DE SAÚDE PARA EFEITO MÁXIMO:"

		"DOTA_Tooltip_ability_huskar_berserkers_blood_reverse_custom"							"Sangue do Berserker Reverso"
