--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build b9dc48c · 2026-08-02 17:42:46 UTC
  ~ auto-generated — do not edit
]]


﻿Tokens,Schinese,English,Russian
bless_100191_desc_short,{k1}额外伤害 <font color='#83d18a'>+{v1}</font> ，搜寻范围<font color='#83d18a'>+{v2}</font>,"{k1} Bonus Damage <font color='#83d18a'>+{v1}</font>, Search Radius <font color='#83d18a'>+{v2}</font>","{k1} Доп. урон <font color='#83d18a'>+{v1}</font>, радиус поиска <font color='#83d18a'>+{v2}</font>"
bless_100192_desc_short,{k1}基础攻击力加成 <font color='#83d18a'>+{v1}%</font> ，冷却<font color='#83d18a'>-{v2}</font>秒,"{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Бонус к урону <font color='#83d18a'>+{v1}</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100193_desc_short,{k1}施法距离 <font color='#83d18a'>+{v1}</font> ，{k4}速度<font color='#83d18a'>+{v2}</font>,"{k1} Cast Range <font color='#83d18a'>+{v1}</font>, {k4} Speed <font color='#83d18a'>+{v2}</font>","{k1} Дальность прим. <font color='#83d18a'>+{v1}</font>, скор. {k4} <font color='#83d18a'>+{v2}</font>"
bless_100194_desc_short,{k1}镜像数量 <font color='#83d18a'>+{v1}</font>,{k1} Number of Images <font color='#83d18a'>+{v1}</font>,{k1} Число копий <font color='#83d18a'>+{v1}</font>
bless_100195_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}%</font> ，每秒最大生命值恢复<font color='#83d18a'>+{v2}%</font>,"{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, Max Health Regen per Second <font color='#83d18a'>+{v2}%</font>","{k1} Перезарядка <font color='#83d18a'>-{v1}%</font>, макс. восст. здоровья в сек. <font color='#83d18a'>+{v2}%</font>"
bless_100196_desc_short,{k1}伤害<font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Урон <font color='#83d18a'>+{v1}%</font>, Перезарядка <font color='#83d18a'>-{v2}</font>с"
bless_100197_desc_short,{k1}每秒生命流失 <font color='#83d18a'>+{v1}%</font> ，作用范围<font color='#83d18a'>+{v2}</font>,"{k1} Health Loss per Second <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>","{k1} Потеря здоровья в сек. <font color='#83d18a'>+{v1}%</font>, радиус <font color='#83d18a'>+{v2}</font>"
bless_100198_desc_short,{k1}每点损失生命值造成伤害 <font color='#83d18a'>+{v1}%</font> ，冷却时间<font color='#83d18a'>-{v2}</font>秒,"{k1} Damage per health missing <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Урон за каждую единицу недостающего здоровья <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100199_desc_short,{k1}攻击速度加成 <font color='#83d18a'>+{v1}</font> ，移动速度加成 <font color='#83d18a'>+{v2}%</font>,"{k1} ATK/Soul <font color='#83d18a'>+{v1}</font>, Max Souls <font color='#83d18a'>+{v2}</font>, gains <font color='#83d18a'>{soul}</font> souls every <font color='#83d18a'>{interval}</font>s.","{k1} атака/душу <font color='#83d18a'>+{v1}</font>, макс. душ <font color='#83d18a'>+{v2}</font>, получает <font color='#83d18a'>{soul}</font> душ каждые <font color='#83d18a'>{interval}</font> сек."
bless_100200_desc_short,{k1}和{k4}伤害 <font color='#83d18a'>+{v1}%</font>,{k1}/{k4} Damage <font color='#83d18a'>+{v1}%</font>,{k1}/{k4} Урон <font color='#83d18a'>+{v1}%</font>
bless_100201_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}%</font>，{k4}死亡时逃离灵魂降低至 <font color='#83d18a'> 0 </font>,"{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, {k4} Death Soul Loss reduced to <font color='#83d18a'>{v2}</font>","{k1} Перезарядка <font color='#83d18a'>-{v1}%</font>, {k4} Потеря душ при смерти снижена до <font color='#83d18a'>{v2}</font>"
bless_100201a_desc_short,{k1}攻击力/灵魂 <font color='#83d18a'>+{v1}</font> ，灵魂上限<font color='#83d18a'>+{v2}</font>，每 <font color='#83d18a'>{interval}</font> 秒自动获取 <font color='#83d18a'>{soul}</font> 个灵魂。,"{k1} ATK/Soul <font color='#83d18a'>+{v1}</font>, Max Souls <font color='#83d18a'>+{v2}</font>, gains <font color='#83d18a'>{soul}</font> souls every <font color='#83d18a'>{interval}</font>s.","{k1} атака/душу <font color='#83d18a'>+{v1}</font>, макс. душ <font color='#83d18a'>+{v2}</font>, получает <font color='#83d18a'>{soul}</font> душ каждые <font color='#83d18a'>{interval}</font> сек."
bless_100202_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却<font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100202a_desc_short,{k1}攻击速度提升 <font color='#83d18a'>+{v1}</font>，移动速度提升<font color='#83d18a'>+{v2}%</font>,"{k1} Attack Speed Bonus <font color='#83d18a'>+{v1}</font>, Move Speed Bonus <font color='#83d18a'>+{v2}%</font>","{k1} Бонус к скор. атаки <font color='#83d18a'>+{v1}</font>, бонус к скор. передв. <font color='#83d18a'>+{v2}%</font>"
bless_100203_desc_short,{k1}攻击力加成 <font color='#83d18a'>+{v1}</font>，持续时间<font color='#83d18a'>+{v2}</font>秒,"{k1} Attack Damage Bonus <font color='#83d18a'>+{v1}</font>, Duration <font color='#83d18a'>+{v2}</font>s","{k1} Бонус к урону <font color='#83d18a'>+{v1}</font>, длит. <font color='#83d18a'>+{v2}</font> сек."
bless_100204_desc_short,虚空对目标造成<font color='#83d18a'>{duration}</font>秒沉默（不无视减益免疫），且夜魔的攻击将延长<font color='#83d18a'>{delay}</font>秒沉默,"Void Silences the target for <font color='#83d18a'>{duration}</font>s (does not pierce debuff immunity), and Night Stalker's attacks extend the Silence by <font color='#83d18a'>{delay}</font>s.","Void накладывает безмолвие на <font color='#83d18a'>{duration}</font> сек. (не проходит сквозь иммунитет к эффектам), а атаки Night Stalker продлевают безмолвие на <font color='#83d18a'>{delay}</font> сек."
bless_100205_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} Урон <font color='#83d18a'>+{v1}%</font>
bless_100206_desc_short,{k1}额外伤害 <font color='#83d18a'>+{v1}</font>，冷却<font color='#83d18a'>-{v2}%</font>,"{k1} Bonus Damage <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}%</font>","{k1} Доп. урон <font color='#83d18a'>+{v1}</font>, перезарядка <font color='#83d18a'>-{v2}%</font>"
bless_100207_desc_short,{k1}额外伤害 <font color='#83d18a'>+{v1}%</font>，判定时间<font color='#83d18a'>+{v2}</font>秒,"{k1} Bonus Damage <font color='#83d18a'>+{v1}%</font>, Check Duration <font color='#83d18a'>+{v2}</font>s","{k1} Доп. урон <font color='#83d18a'>+{v1}%</font>, длит. проверки <font color='#83d18a'>+{v2}</font> сек."
bless_100208_desc_short,{k1}最大魔法值提升 <font color='#83d18a'>+{v1}</font>,{k1} Max MP <font color='#83d18a'>+{v1}</font>,{k1} Макс. мана <font color='#83d18a'>+{v1}</font>
bless_100209_desc_short,{k1}伤害系数 <font color='#83d18a'>+{v1}%</font>,{k1} Damage Factor <font color='#83d18a'>+{v1}%</font>,{k1} Коэф. урона <font color='#83d18a'>+{v1}%</font>
bless_100210_desc_short,{k1}魔法差伤害系数 <font color='#83d18a'>+{v1}</font>,{k1} Mana Difference Damage Factor <font color='#83d18a'>+{v1}</font>,{k1} Коэф. урона от разницы маны <font color='#83d18a'>+{v1}</font>
bless_100211_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>,{k1} Урон <font color='#83d18a'>+{v1}%</font>
bless_100212_desc_short,{k1}4x释放概率 <font color='#83d18a'>+{v1}%</font>，3x释放概率 <font color='#83d18a'>+{v1}%</font>,"{k1} 4x Cast Chance <font color='#83d18a'>+{v1}%</font>, 3x Cast Chance <font color='#83d18a'>+{v1}%</font>","{k1} Шанс 4-кратного прим. <font color='#83d18a'>+{v1}%</font>, шанс 3-кратного прим. <font color='#83d18a'>+{v1}%</font>"
bless_100213_desc_short,每点力量提供 <font color='#83d18a'>{jnzq}%</font> 技能增强,Gain <font color='#83d18a'>{jnzq}%</font> Spell Amplification per point of Strength,Дает <font color='#83d18a'>{jnzq}%</font> усиления заклинаний за ед. силы
bless_100214_desc_short,{k1}治疗/伤害 <font color='#83d18a'>+{v1}%</font>，伤害作用范围 <font color='#83d18a'>+{v1}</font>,"{k1} Heal/Damage <font color='#83d18a'>+{v1}%</font>, Damage Radius <font color='#83d18a'>+{v1}</font>","{k1} Лечение/урон <font color='#83d18a'>+{v1}%</font>, радиус урона <font color='#83d18a'>+{v1}</font>"
bless_100215_desc_short,{k1}冷却时间 <font color='#83d18a'>-{v1}%</font>，魔法抗性加成提升至 <font color='#83d18a'>{v2}%</font>,"{k1} Cooldown <font color='#83d18a'>-{v1}%</font>, Magic Resistance Bonus increased to <font color='#83d18a'>{v2}%</font>","{k1} Перезарядка <font color='#83d18a'>-{v1}%</font> , бонус к сопр. магии увел. до <font color='#83d18a'>{v2}%</font>"
bless_100216_desc_short,{k1}基础攻击额外伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Bonus Base Attack Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v1}</font>s","{k1} Доп. базовый урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v1}</font> сек."
bless_100217_desc_short,x,0,0
bless_100218_desc_short,x,0,0
bless_100219_desc_short,x,0,0
bless_100220_desc_short,{k1}几率降低 <font color='#83d18a'>+{v1}%</font>，范围 <font color='#83d18a'>+{v1}</font>,"{k1} chance reduction <font color='#83d18a'>+{v1}%</font>, Range <font color='#83d18a'>+{v1}</font>","{k1} шанс снижен <font color='#83d18a'>+{v1}%</font>, радиус <font color='#83d18a'>+{v1}</font>"
bless_100221_desc_short,{k1}总攻击力伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Total Attack Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон от общей атаки <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100222_desc_short,{k1}攻击伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Attack Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон от атак <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100223_desc_short,{k1}攻速提升 <font color='#83d18a'>+{v1}</font>，持续时间 <font color='#83d18a'>+{v2}</font>秒,"{k1} Attack Speed bonus <font color='#83d18a'>+{v1}</font>, Duration <font color='#83d18a'>+{v2}</font>s","{k1} бонус к скор. атаки <font color='#83d18a'>+{v1}</font>, длительность <font color='#83d18a'>+{v2}</font> сек."
bless_100224_desc_short,{k1}显形缓冲时间 <font color='#83d18a'>+{v1}</font>，冷却时间 <font color='#83d18a'>-{v2}</font>秒,"{k1} Fade Time <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} время выхода из невидимости <font color='#83d18a'>+{v1}</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100225_desc_short,{k1}致命一击伤害 <font color='#83d18a'>+{v1}%</font>，{k4}冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Critical Damage <font color='#83d18a'>+{v1}%</font>, {k4} Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} крит. урон <font color='#83d18a'>+{v1}%</font>, {k4} перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100226_desc_short,x,0,0
bless_100227_desc_short,x,0,0
bless_100228_desc_short,x,0,0
bless_100229_desc_short,{k1}每秒灼烧伤害 <font color='#83d18a'>+{v1}%</font>，攻击速度减少 <font color='#83d18a'>+{v2}</font>,"{k1} Burn Damage per sec <font color='#83d18a'>+{v1}%</font>, Attack Speed Reduction <font color='#83d18a'>+{v2}</font>","{k1} урон от горения в сек. <font color='#83d18a'>+{v1}%</font>, снижение скор. атаки <font color='#83d18a'>+{v2}</font>"
bless_100230_desc_short,{k1}每秒最大生命值伤害 <font color='#83d18a'>+{v1}%</font>，每秒最大生命值治疗 <font color='#83d18a'>+{v1}%</font>,"{k1} Max HP Damage per sec <font color='#83d18a'>+{v1}%</font>, Max HP Heal per sec <font color='#83d18a'>+{v1}%</font>","{k1} урон от макс. здоровья в сек. <font color='#83d18a'>+{v1}%</font>, лечение от макс. здоровья в сек. <font color='#83d18a'>+{v1}%</font>"
bless_100231_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒，击碎所需攻击次数 <font color='#83d18a'>+{atk_count}</font> 。,"{k1} CD <font color='#83d18a'>-{v1}</font>s, +{atk_count} hits to destroy.","{k1} кд <font color='#83d18a'>-{v1}</font>сек, +{atk_count} ударов для разрушения."
bless_100232_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100233_desc_short,{k1}攻击力系数 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Attack Damage Ratio <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} коэфф. урона от атаки <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100234_desc_short,{k1}每层攻击力 <font color='#83d18a'>+{v1}</font>，最大叠加层数 <font color='#83d18a'>+{v2}</font>,"{k1} Attack Damage per stack <font color='#83d18a'>+{v1}</font>, Max Stacks <font color='#83d18a'>+{v2}</font>","{k1} урон от атаки за эффект <font color='#83d18a'>+{v1}</font>, макс. эффектов <font color='#83d18a'>+{v2}</font>"
bless_100235_desc_short,攻击速度 <font color='#83d18a'>+{gs}</font> ，{k1}冷却 <font color='#83d18a'>-{v1}% </font>,Attack Speed +{gs}，{k1} Cooldown <font color='#83d18a'>-{v1}%</font>,Скорость атаки +{gs}，{k1} Перезарядка <font color='#83d18a'>-{v1}%</font>
bless_100236_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}%</font>,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}%</font>","{k1} урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}%</font> ."
bless_100237_desc_short,{k1}缠绕持续时间 <font color='#83d18a'>+{v1}</font>秒，冷却 <font color='#83d18a'>-{v2}%</font>,"{k1} Root Duration <font color='#83d18a'>+{v1}</font>s, Cooldown <font color='#83d18a'>-{v2}%</font>","{k1} длит. оцепенения <font color='#83d18a'>+{v1}</font> сек., перезарядка <font color='#83d18a'>-{v2}%</font> ."
bless_100238_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}%</font>,{k1} Cooldown <font color='#83d18a'>-{v1}%</font>,{k1} перезарядка <font color='#83d18a'>-{v1}%</font>
bless_100239_desc_short,{k1}最大距离 <font color='#83d18a'>+{v1}%</font>,{k1} Max Distance <font color='#83d18a'>+{v1}%</font>,{k1} макс. дистанция <font color='#83d18a'>+{v1}%</font>
bless_100240_desc_short,{k1}行进距离伤害提升至 <font color='#83d18a'>{v1}</font>,{k1} Distance Damage increased to <font color='#83d18a'>{v1}</font>,{k1} урон от расст. увеличен до <font color='#83d18a'>{v1}</font>
bless_100241_desc_short,{k1}爆轰伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Detonation Damage <font color='#83d18a'>+{v1}%</font>,{k1} урон от взрыва <font color='#83d18a'>+{v1}%</font>
bless_100242_desc_short,{k1}敌方魔法伤害加深 <font color='#83d18a'>+{v1}%</font>，友军治疗增强 <font color='#83d18a'>+{v2}%</font>,"{k1} Enemy Magic Damage Amp <font color='#83d18a'>+{v1}%</font>, Ally Heal Amp <font color='#83d18a'>+{v2}%</font>","{k1} увелич. маг. урона по врагам <font color='#83d18a'>+{v1}%</font>, усиление лечения союзников <font color='#83d18a'>+{v2}%</font>"
bless_100243_desc_short,{k1}每秒吸取 <font color='#83d18a'>+{v1}%</font>，施法距离 <font color='#83d18a'>+{v2}</font>,"{k1} Drain per second <font color='#83d18a'>+{v1}%</font>, Cast Range <font color='#83d18a'>+{v2}</font>","{k1} кража в секунду <font color='#83d18a'>+{v1}%</font>, дальность применения <font color='#83d18a'>+{v2}</font>"
bless_100244_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，范围 <font color='#83d18a'>+{v2}</font>,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>","{k1} урон <font color='#83d18a'>+{v1}%</font>, радиус <font color='#83d18a'>+{v2}</font>"
bless_100245_desc_short,{k1}最高技能吸血 <font color='#83d18a'>+{v1}%</font>，最远距离 <font color='#83d18a'>+{v2}</font>,"{k1} Max Spell Lifesteal <font color='#83d18a'>+{v1}%</font>, Max Distance <font color='#83d18a'>+{v2}</font>","{k1} макс. вампиризм заклинаниями <font color='#83d18a'>+{v1}%</font>, макс. дистанция <font color='#83d18a'>+{v2}</font>"
bless_100246_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100247_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，间隔 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Interval <font color='#83d18a'>-{v2}</font>s","{k1} урон <font color='#83d18a'>+{v1}%</font>, интервал <font color='#83d18a'>-{v2}</font> сек."
bless_100248_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100249_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100250_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}</font>，打击冷却时间 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}</font>, Strike Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон <font color='#83d18a'>+{v1}</font>, перезарядка удара <font color='#83d18a'>-{v2}</font> сек."
bless_100251_desc_short,{k1}每秒攻击力吸取 <font color='#83d18a'>+{v1}</font>,{k1} Attack Damage Drain per sec <font color='#83d18a'>+{v1}</font>,{k1} кража урона от атаки в сек. <font color='#83d18a'>+{v1}</font>
bless_100252_desc_short,{k1}打击间隔 <font color='#83d18a'>-{v1}</font>秒，伤害 <font color='#83d18a'>+{v2}%</font>,"{k1} Strike Interval <font color='#83d18a'>-{v1}</font>s, Damage <font color='#83d18a'>+{v2}%</font>","{k1} интервал ударов <font color='#83d18a'>-{v1}</font> сек., урон <font color='#83d18a'>+{v2}%</font>"
bless_100253_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100254_desc_short,{k1}攻击次数 <font color='#83d18a'>+{v1}</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Attack Count <font color='#83d18a'>+{v1}</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} число атак <font color='#83d18a'>+{v1}</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100255_desc_short,{k1}敏捷值倍数 <font color='#83d18a'>+{v1}</font>,{k1} Agility Multiplier <font color='#83d18a'>+{v1}</font>,{k1} множитель ловкости <font color='#83d18a'>+{v1}</font>
bless_100256_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒，充能 <font color='#83d18a'>+{v2}</font>,"{k1} Cooldown <font color='#83d18a'>-{v1}</font>s, Charges <font color='#83d18a'>+{v2}</font>","{k1} перезарядка <font color='#83d18a'>-{v1}</font> сек., зарядов <font color='#83d18a'>+{v2}</font>"
bless_100257_desc_short,{k1}最大生命值百分比伤害 <font color='#83d18a'>+{v1}%</font>，击中伤害 <font color='#83d18a'>+{v2}%</font>,"{k1} Max HP % Damage <font color='#83d18a'>+{v1}%</font>, Hit Damage <font color='#83d18a'>+{v2}%</font>","{k1} урон от макс. здоровья % <font color='#83d18a'>+{v1}%</font>, урон при попадании <font color='#83d18a'>+{v2}%</font>"
bless_100258_desc_short,{k1}爆炸伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Explosion Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон от взрыва <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100259_desc_short,{k1}窃取技能负面效果增强 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Stolen Spell Debuff Amp <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","Усил. отриц. эффектов краденых способностей {k1} <font color='#83d18a'>+{v1}%</font>, кулдаун <font color='#83d18a'>-{v2}</font> сек."
bless_100260_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>,{k1} Damage <font color='#83d18a'>+{v1}%</font>,Урон {k1} <font color='#83d18a'>+{v1}%</font>
bless_100261_desc_short,{k1}技能增强 <font color='#83d18a'>+{v1}%</font>，施法距离 <font color='#83d18a'>+{v2}</font>,"{k1} Spell Amp <font color='#83d18a'>+{v1}%</font>, Cast Range <font color='#83d18a'>+{v2}</font>","Урон заклинаний {k1} <font color='#83d18a'>+{v1}%</font>, дальность применения <font color='#83d18a'>+{v2}</font>"
bless_100262_desc_short,{k1}额外伤害 <font color='#83d18a'>+{v1}%</font>，作用范围 <font color='#83d18a'>+{v2}</font>,"{k1} Bonus Damage <font color='#83d18a'>+{v1}%</font>, Radius <font color='#83d18a'>+{v2}</font>","{k1} доп. урон <font color='#83d18a'>+{v1}%</font>, радиус действия <font color='#83d18a'>+{v2}</font>"
bless_100263_desc_short,{k1}冷却 <font color='#83d18a'>-{v1}</font>秒,{k1} Cooldown <font color='#83d18a'>-{v1}</font>s,{k1} перезарядка <font color='#83d18a'>-{v1}</font> сек.
bless_100264_desc_short,{k1}每波伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage per wave <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон за волну <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100265_desc_short,{k1}额外基础攻击力 <font color='#83d18a'>+{v1}</font>,{k1} Bonus Base Attack Damage <font color='#83d18a'>+{v1}</font>,{k1} доп. базовый урон от атаки <font color='#83d18a'>+{v1}</font>
bless_100266_desc_short,{k1}伤害共享百分比 <font color='#83d18a'>+{v1}%</font>,{k1} Damage Share % <font color='#83d18a'>+{v1}%</font>,{k1} % распред. урона <font color='#83d18a'>+{v1}%</font>
bless_100267_desc_short,{k1}叠加伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Stacking Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон за эффект <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100268_desc_short,{k1}无敌持续时间+{v1}秒，冷却 <font color='#83d18a'>-{v2} </font>秒,"{k1} Invulnerability duration +{v1}s, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} Длительность неуязвимости +{v1} сек., перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100269_desc_short,{k1}伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
bless_100270_desc_short,{k1}群蛇守卫和巨蛇守卫攻击力 <font color='#83d18a'>+{atk_bonus_pct}%</font>，{k1}冷却 <font color='#83d18a'>-{v1}</font>秒<font color='#8e8e8e'> （alt键无法正确显示，请点击守卫查看）</font>,"Mass Serpent Ward & Serpent Ward Damage <font color='#83d18a'>+{atk_bonus_pct}%</font>, {k1} Cooldown <font color='#83d18a'>-{v1}</font>s<font color='#8e8e8e'> (Alt-key error, click ward to view)</font>","Урон Mass Serpent Ward и Serpent Ward <font color='#83d18a'>+{atk_bonus_pct}%</font>, {k1} КД <font color='#83d18a'>-{v1}</font> сек.<font color='#8e8e8e'> (Ошибка Alt, выберите вард для просмотра)</font>"
bless_100271_desc_short,{k1}额外护甲 <font color='#83d18a'>+{v1}</font>，持续时间 <font color='#83d18a'>+{v2}</font>秒,"{k1} Bonus Armor <font color='#83d18a'>+{v1}</font>, Duration <font color='#83d18a'>+{v2}</font>s","{k1} доп. броня <font color='#83d18a'>+{v1}</font>, длительность <font color='#83d18a'>+{v2}</font> сек."
bless_100272_desc_short,{k1}每秒伤害 <font color='#83d18a'>+{v1}%</font>，冷却 <font color='#83d18a'>-{v2}</font>秒,"{k1} Damage per sec <font color='#83d18a'>+{v1}%</font>, Cooldown <font color='#83d18a'>-{v2}</font>s","{k1} урон в сек. <font color='#83d18a'>+{v1}%</font>, перезарядка <font color='#83d18a'>-{v2}</font> сек."
