--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build 16fdfbc · 2026-08-07 21:47:55 UTC
  ~ auto-generated — do not edit
]]


"lang"
{
	"Language"		"Schinese"
	"Tokens"
	{
		//schinese/ability.vdf
		"DOTA_Tooltip_ability_ursa_talent"		"怒意狂击"
		"91000060_exchange"		"梦灵珠兑换"
		"91000060_ribbon"		"【末日使者】主题系列装扮！！"
		"91000061_chance"		"<font color='#ffe791'>抽奖概率：</font><br>传奇-1%<br>史诗-4%<br>稀有-12%<br>普通-83%<br><font color='#ffe791'>保底规则：</font><br>传奇奖品<b>80</b>抽保底，史诗奖品30抽保底，稀有奖品10抽保底<br><font color='#ffe791'>幸运值：</font><br>参与抽奖可以累计幸运值，幸运值越高越容易出好东西。过往的累计抽奖次数已转换为对应的幸运值。<br>期间抽出传奇奖品，则消耗掉当前幸运值。"
		"91000061_desc"		"我的皮肤我做主！"
		"91000061_detail"		"<font color='#ffe791'>传奇奖励：</font><br>【英雄皮肤】赛场甜心<br><br><font color='#ffe791'>史诗奖励：</font><br>【头像框】飞驰<br>【英雄表情-痛苦女王】宕机<br>【炫彩素材】星辉<br>【兑换币】月星石9-12枚<br><br><font color='#ffe791'>稀有奖励：</font><br>【英雄表情-痛苦女王】准备、哭闹，共两款。<br>【兑换币】月星石4-6枚<br><br><font color='#ffe791'>普通奖励：</font><br>【交互品】点爆竹40个<br>【交互品】踢足球10个<br>【兑换币】月星石1-2枚"
		"91000061_exchange"		"月星石兑换"
		"91000061_ribbon"		"我的皮肤我做主！"
		"91000062_chance"		"<font color='#ffe791'>抽奖概率：</font><br>传奇-1%<br>史诗-4%<br>稀有-12%<br>普通-83%<br><font color='#ffe791'>保底规则：</font><br>传奇奖品<b>80</b>抽保底，史诗奖品30抽保底，稀有奖品10抽保底<br><font color='#ffe791'>幸运值：</font><br>参与抽奖可以累计幸运值，幸运值越高越容易出好东西。过往的累计抽奖次数已转换为对应的幸运值。<br>期间抽出传奇奖品，则消耗掉当前幸运值。<br><font color='#ffe791'>双传奇奖池：</font><br>若连续抽到相同的传奇奖品2次，则第3次一定为另一个传奇奖励。"
		"91000062_desc"		"我的主场我做主！"
		"91000062_detail"		"<font color='#ffe791'>传奇奖励：</font><br>【战场】惊悚古堡<br>【传送】星辰之力<br><br><font color='#ffe791'>史诗奖励：</font><br>【英雄表情-痛苦女王】呃~~~<br>【炫彩素材】星辉<br>【兑换币】月星石9-12枚<br><br><font color='#ffe791'>稀有奖励：</font><br>【英雄表情-痛苦女王】恼火<br>【兑换币】月星石4-6枚<br><br><font color='#ffe791'>普通奖励：</font><br>【交互品】鞭炮40个<br>【交互品】踢足球10个<br>【兑换币】月星石1-2枚"
		"91000062_exchange"		"月星石兑换"
		"91000062_ribbon"		"我的主场我做主！"
		"5100050_description"		"魅爵囚心活动祈愿获得英雄皮肤"
		"5210017_description"		"魅爵囚心活动兑换获得信使纹章"
		"5410018_description"		"魅爵囚心活动祈愿获得传送特效"
		"5230031_description"		"魅爵囚心活动祈愿获得攻击特效"
		"5710061_description"		"魅爵囚心活动祈愿获得头像框"
		"5720025_description"		"魅爵囚心活动祈愿获得名片背景"
		"5730026_description"		"魅爵囚心活动祈愿获得名片装饰"
		"5510331_description"		"魅爵囚心活动祈愿获得英雄表情"
		"5510332_description"		"魅爵囚心活动祈愿获得英雄表情"
		"5510333_description"		"魅爵囚心活动祈愿获得英雄表情"
		"5510334_description"		"魅爵囚心活动祈愿获得英雄表情"
		"5510335_description"		"魅爵囚心活动祈愿获得英雄表情"
		"5510336_description"		"魅爵囚心活动兑换获得英雄表情"
		"5510337_description"		"魅爵囚心活动兑换获得英雄表情"
		"5420022_description"		"魅爵囚心活动兑换获得击杀播报"
		"5440022_description"		"魅爵囚心活动兑换获得连胜播报"
		"5203032_description"		"金币信使池抽奖获得信使皮肤。"
		"9903016_description"		"兑换传送特效"
		"9903017_description"		"兑换攻击弹道"
		"9903018_description"		"兑换信使纹章"
		"9903019_description"		"兑换头像框"
		"9903020_description"		"兑换名片装饰"
		"9903021_description"		"兑换名片背景"
		"9903022_description"		"兑换击杀播报"
		"9903023_description"		"兑换连胜播报"
		"9903024_description"		"兑换炼金术士英雄表情"
		"9903025_description"		"兑换炼金术士英雄表情"
		"9903026_description"		"兑换炼金术士英雄表情"
		"9903027_description"		"兑换炼金术士英雄表情"
		"9903028_description"		"兑换炼金术士英雄表情"
		"9903029_description"		"兑换炼金术士英雄表情"
		"9903030_description"		"兑换炼金术士英雄表情"
		"9902045_description"		"兑换传送特效"
		"9902046_description"		"兑换攻击弹道"
		"9902047_description"		"兑换信使纹章"
		"9902048_description"		"兑换头像框"
		"9902049_description"		"兑换名片装饰"
		"9902050_description"		"兑换名片背景"
		"9902051_description"		"兑换击杀播报"
		"9902052_description"		"兑换连胜播报"
		"9902053_description"		"兑换朗戈英雄表情"
		"9902054_description"		"兑换朗戈英雄表情"
		"9902055_description"		"兑换朗戈英雄表情"
		"9902056_description"		"兑换朗戈英雄表情"
		"9902057_description"		"兑换朗戈英雄表情"
		"9902058_description"		"兑换朗戈英雄表情"
		"9902059_description"		"兑换朗戈英雄表情"
		"9902060_description"		"兑换传送特效"
		"9902061_description"		"兑换攻击弹道"
		"9902062_description"		"兑换信使纹章"
		"9902063_description"		"兑换头像框"
		"9902064_description"		"兑换名片装饰"
		"9902065_description"		"兑换名片背景"
		"9902066_description"		"兑换击杀播报"
		"9902067_description"		"兑换连胜播报"
		"9902068_description"		"兑换沉默术士英雄表情"
		"9902069_description"		"兑换沉默术士英雄表情"
		"9902070_description"		"兑换沉默术士英雄表情"
		"9902071_description"		"兑换沉默术士英雄表情"
		"9902072_description"		"兑换沉默术士英雄表情"
		"9902073_description"		"兑换沉默术士英雄表情"
		"9902074_description"		"兑换沉默术士英雄表情"
		"9902075_description"		"兑换传送特效"
		"9902076_description"		"兑换攻击弹道"
		"9902077_description"		"兑换信使纹章"
		"9902078_description"		"兑换头像框"
		"9902079_description"		"兑换名片装饰"
		"9902080_description"		"兑换名片背景"
		"9902081_description"		"兑换击杀播报"
		"9902082_description"		"兑换连胜播报"
		"9902083_description"		"兑换雪灵幻姬英雄表情"
		"9902084_description"		"兑换雪灵幻姬英雄表情"
		"9902085_description"		"兑换雪灵幻姬英雄表情"
		"9902086_description"		"兑换雪灵幻姬英雄表情"
		"9902087_description"		"兑换雪灵幻姬英雄表情"
		"9902088_description"		"兑换雪灵幻姬英雄表情"
		"9902089_description"		"兑换雪灵幻姬英雄表情"
		"9902090_description"		"兑换传送特效"
		"9902091_description"		"兑换信使纹章"
		"9902092_description"		"兑换头像框"
		"9902093_description"		"兑换名片装饰"
		"9902094_description"		"兑换名片背景"
		"9902095_description"		"兑换击杀播报"
		"9902096_description"		"兑换连胜播报"
		"9902097_description"		"兑换诱惑之喵信使表情"
		"9902098_description"		"兑换诱惑之喵信使表情"
		"9902099_description"		"兑换诱惑之喵信使表情"
		"9902100_description"		"兑换诱惑之喵信使表情"
		"9902101_description"		"兑换诱惑之喵信使表情"
		"9902102_description"		"兑换诱惑之喵信使表情"
		"9902103_description"		"兑换诱惑之喵信使表情"
		"9902104_description"		"兑换弹道特效"
		"9902105_description"		"兑换传送特效"
		"9902106_description"		"兑换周身特效"
		"9902107_description"		"兑换头像框"
		"9902108_description"		"兑换名片装饰"
		"9902109_description"		"兑换名片背景"
		"9902110_description"		"兑换击杀播报"
		"9902111_description"		"兑换连胜播报"
		"9902112_description"		"兑换恶魔魅惑英雄表情"
		"9902113_description"		"兑换恶魔魅惑英雄表情"
		"9902114_description"		"兑换恶魔魅惑英雄表情"
		"9902115_description"		"兑换恶魔魅惑英雄表情"
		"9902116_description"		"兑换恶魔魅惑英雄表情"
		"9902117_description"		"兑换恶魔魅惑英雄表情"
		"9902118_description"		"兑换恶魔魅惑英雄表情"
		"9900292_description"		"获得九月礼包一份"
		"9900293_description"		"获得祈愿礼包一份"
		"9803125_description"		"兑换信使皮肤"
		"9802931_description"		"兑换痛苦女王英雄皮肤"
		"9802932_description"		"兑换竞技战场"
		"9802933_description"		"兑换信使纹章"
		"9802934_description"		"兑换头像框"
		"9802935_description"		"兑换痛苦女王英雄表情"
		"9802936_description"		"兑换痛苦女王英雄表情"
		"9802937_description"		"兑换痛苦女王英雄表情"
		"9802938_description"		"兑换痛苦女王英雄表情"
		"9802939_description"		"兑换痛苦女王英雄表情"
		"9802940_description"		"兑换痛苦女王英雄表情"
		"9802941_description"		"兑换痛苦女王英雄表情"
		"9809040_description"		"兑换头像框"
		"9809041_description"		"兑换名片装饰"
		"9809042_description"		"兑换名片背景"
		"9809043_description"		"兑换击杀播报"
		"9809044_description"		"兑换连胜播报"
		"9809045_description"		"兑换末日使者英雄表情"
		"9809046_description"		"兑换末日使者英雄表情"
		"9809047_description"		"兑换末日使者英雄表情"
		"9809048_description"		"兑换末日使者英雄表情"
		"9809049_description"		"兑换末日使者英雄表情"
		"9809050_description"		"兑换末日使者英雄表情"
		"9809051_description"		"兑换末日使者英雄表情"
		"9803126_description"		"兑换【山下隐】英雄。"
		"9900349_description"		"帕格纳"
		"3000076_description"		"帕格纳"
		"9900350_description"		"敌法师"
		"3000077_description"		"敌法师"
		"9900351_description"		"全新三流派英雄，当龙骑士的三流派中任意流派出现在本局中，即可选择该英雄"
		"3000078_description"		"全新三流派英雄，当龙骑士的三流派中任意流派出现在本局中，即可选择该英雄"
		"9900352_description"		"谜团"
		"3000039_description"		"谜团"
		"3000079_description"		"獣"
		"9900353_description"		"獣"
		"3000080_description"		"朗戈"
		"9900354_description"		"朗戈"
		"3000081_description"		"德鲁伊"
		"9900355_description"		"德鲁伊"
		"3000082_description"		"恐怖利刃"
		"9900356_description"		"恐怖利刃"
		"3000083_description"		"兽王"
		"9900357_description"		"兽王"
		"3000084_description"		"蝙蝠骑士"
		"9900358_description"		"蝙蝠骑士"
		"3000085_description"		"孽主"
		"9900359_description"		"孽主"
		"3000086_description"		"血魔"
		"9900361_description"		"血魔"
		"3000087_description"		"术士"
		"9900360_description"		"术士"
		"9801381_description"		"在金币奖池抽取各类道具。"
		"9801382_description"		"获得120月石。"
		"9801383_description"		"用于月泉池和金币池抽取奖品。"
		"9801384_description"		"用于月泉池抽取奖品。"
		"9801385_description"		"星海秘宝活动获得英雄皮肤。"
		"5100543_description"		"星海秘宝活动获得英雄皮肤。"
		"5100544_description"		"星海秘宝活动获得英雄皮肤。"
		"9310110_description"		"【炼金术士】囚心魅爵体验卡7天"
		"9310111_description"		"【炼金术士】囚心魅爵体验卡14天"
		"91000119_chance"		"<font color='#ffe791'>抽奖概率：</font><br>传奇-2%</font><br>史诗-8%<br>稀有-30%<br>普通-60%"
		"91000119_desc"		"金币也有好礼换。"
		"91000119_detail"		"<font color='#ffe791'>传奇奖励：</font><br>【信使皮肤】尤涅克斯之怒<br><br><font color='#ffe791'>史诗奖励：</font><br>【信使皮肤】金耀小仓<br>【信使皮肤】baby鲨鱼<br>【信使皮肤】达士奇<br>【信使皮肤】神猫侠<br>【信使皮肤】小飞侠<br>【信使皮肤】毁灭企鹅<br>【信使皮肤】青天玄鸟<br>【兑换币】金耀石30枚<br><br><font color='#ffe791'>稀有奖励：</font><br>【头像框】财富<br>【炫彩素材】绸缎5个<br>【兑换币】金耀石20枚<br><br><font color='#ffe791'>普通奖励：</font><br>【炫彩素材】绸缎2个<br>【兑换币】金耀石10枚<br>【交互品】砸雪球20个"
		"91000119_exchange"		"金耀石兑换"
		"91000119_ribbon"		"金币也有好礼换。"
		"5100046_description"		"海贼猎人活动祈愿获得凯英雄皮肤"
		"5100051_description"		"擎天金刚奖池祈愿获得撼地者英雄皮肤"
		"5100052_description"		"盘丝妖姝抽奖获得育母蜘蛛英雄皮肤"
		"5100053_description"		"盘丝妖姝抽奖获得育母蜘蛛英雄皮肤"
		"5210018_description"		"欢乐拼刀刀活动获得信使纹章"
		"5230032_description"		"月泉战场抽奖获得攻击弹道"
		"5410019_description"		"擎天金刚奖池祈愿获得传送特效"
		"5420023_description"		"擎天金刚奖池兑换获得击杀播报"
		"5420024_description"		"擎天金刚奖池兑换获得连胜播报"
		"5440023_description"		"盘丝妖姝奖池兑换获得击杀播报"
		"5440024_description"		"盘丝妖姝奖池兑换获得连胜播报"
		"5710062_description"		"擎天金刚奖池抽奖获得头像框"
		"5710063_description"		"盘丝妖姝奖池抽奖获得头像框"
		"5710064_description"		"盘丝妖姝奖池抽奖获得头像框"
		"5720026_description"		"擎天金刚奖池抽奖获得名片背景"
		"5720027_description"		"盘丝妖姝奖池抽奖获得名片背景"
		"5730027_description"		"擎天金刚奖池抽奖获得名片修饰"
		"5730028_description"		"盘丝妖姝奖池抽奖获得名片修饰"
		"5730029_description"		"盘丝妖姝奖池抽奖获得名片修饰"
		"5300023_description"		"月泉战场抽奖获得竞技战场"
		"5300025_description"		"擎天金刚奖池抽奖获得竞技战场。"
		"5510341_description"		"擎天金刚奖池抽奖获得英雄表情"
		"5510342_description"		"擎天金刚奖池抽奖获得英雄表情"
		"5510343_description"		"擎天金刚奖池抽奖获得英雄表情"
		"5510344_description"		"擎天金刚奖池抽奖获得英雄表情"
		"5510345_description"		"擎天金刚奖池抽奖获得英雄表情"
		"5510346_description"		"擎天金刚奖池兑换获得英雄表情"
		"5510347_description"		"擎天金刚奖池兑换获得英雄表情"
		"5510351_description"		"盘丝妖姝奖池抽奖获得英雄表情"
		"5510352_description"		"盘丝妖姝奖池抽奖获得英雄表情"
		"5510353_description"		"盘丝妖姝奖池抽奖获得英雄表情"
		"5510354_description"		"盘丝妖姝奖池抽奖获得英雄表情"
		"5510355_description"		"盘丝妖姝奖池抽奖获得英雄表情"
		"5510356_description"		"盘丝妖姝奖池兑换获得英雄表情"
		"5510357_description"		"盘丝妖姝奖池兑换获得英雄表情"
		"5203033_description"		"欢乐拼刀刀活动获得信使"
		"5203034_description"		"金币信使池抽奖获得信使皮肤。"
		"5203035_description"		"月泉奖池抽奖获得信使"
		"1100083_description"		"欢乐拼刀刀活动代币，用于对活动中的商品砍价，可将价格砍成0甚至是负数！"
		"9802942_description"		"兑换获得信使"
		"9802943_description"		"兑换获得攻击弹道"
		"9802944_description"		"兑换获得竞技战场"
		"9809052_description"		"兑换获得头像框"
		"9809053_description"		"兑换获得名片修饰"
		"9809054_description"		"兑换获得名片背景"
		"9809055_description"		"兑换获得击杀播报"
		"9809056_description"		"兑换获得连胜播报"
		"9809057_description"		"兑换获得英雄表情"
		"9809058_description"		"兑换获得英雄表情"
		"9809059_description"		"兑换获得英雄表情"
		"9809060_description"		"兑换获得英雄表情"
		"9809061_description"		"兑换获得英雄表情"
		"9809062_description"		"兑换获得英雄表情"
		"9809063_description"		"兑换获得英雄表情"
		"9809064_description"		"兑换获得名片修饰"
		"9903031_description"		"兑换获得传送特效"
		"9903034_description"		"兑换获得头像框"
		"9903035_description"		"兑换获得名片修饰"
		"9903036_description"		"兑换获得名片背景"
		"9903037_description"		"兑换获得击杀播报"
		"9903038_description"		"兑换获得连胜播报"
		"9903039_description"		"兑换获得英雄表情"
		"9903040_description"		"兑换获得英雄表情"
		"9903041_description"		"兑换获得英雄表情"
		"9903042_description"		"兑换获得英雄表情"
		"9903043_description"		"兑换获得英雄表情"
		"9903044_description"		"兑换获得英雄表情"
		"9903045_description"		"兑换获得英雄表情"
		"9803127_description"		"兑换信使皮肤"
		"9803128_description"		"兑换信使皮肤"
		"91000063_chance"		"<font color='#ffe791'>抽奖概率：</font><br>传奇-0.5%<br>史诗-4%<br>稀有-12%<br>普通-83.5%<br><font color='#ffe791'>保底规则：</font><br>传奇奖品<b>100</b>抽保底，史诗奖品<b>30</b>抽保底，稀有奖品<b>10</b>抽保底<br><font color='#ffe791'>幸运值：</font><br>参与抽奖可以累计幸运值，幸运值越高越容易出好东西。过往的累计抽奖次数已转换为对应的幸运值。<br>期间抽出传奇奖品，则消耗掉当前幸运值。<br><font color='#ffe791'>双传奇奖池：</font><br>若连续抽到相同的传奇奖品2次，则第3次一定为另一个传奇奖励。"
		"91000063_desc"		"【育母蜘蛛】主题系列装扮！"
		"91000063_detail"		"<font color='#e6bd2cff'>传奇奖励：</font><br>【英雄皮肤】盘丝妖姝<br>【英雄皮肤】盘丝妖姝·姽<br><br><font color='#ffe791'>史诗奖励：</font><br>【头像框】盘丝<br>【英雄表情-育母蜘蛛】得意、嘲讽，共两款<br>【名片背景】盘丝洞<br>【名片装饰】妖姝<br>【名片装饰】妖蛛·姽<br>【炫彩素材】星辉<br>【兑换币】梦灵珠9-12枚<br><br><font color='#ffe791'>稀有奖励：</font><br>【英雄表情-育母蜘蛛】准备、无语、难过，共三款。<br>【兑换币】梦灵珠4-6枚<br><br><font color='#ffe791'>普通奖励：</font><br>【交互品】烟花10个<br>【兑换币】梦灵珠1-2枚"
		"91000063_exchange"		"梦灵珠兑换"
		"91000063_ribbon"		"【育母蜘蛛】主题系列装扮！！"
		"91000064_chance"		"<font color='#ffe791'>抽奖概率：</font><br>传奇-1%<br>史诗-4%<br>稀有-12%<br>普通-83%<br><font color='#ffe791'>保底规则：</font><br>传奇奖品<b>80</b>抽保底，史诗奖品30抽保底，稀有奖品10抽保底<br><font color='#ffe791'>幸运值：</font><br>参与抽奖可以累计幸运值，幸运值越高越容易出好东西。过往的累计抽奖次数已转换为对应的幸运值。<br>期间抽出传奇奖品，则消耗掉当前幸运值。"
		"91000064_desc"		"我的信使我做主！"
		"91000064_detail"		"<font color='#ffe791'>传奇奖励：</font><br>【信使】擎天小金刚<br><br><font color='#ffe791'>史诗奖励：</font><br>【头像框】编织<br>【英雄表情-育母蜘蛛】嘲讽<br>【炫彩素材】星辉<br>【兑换币】月星石9-12枚<br><br><font color='#ffe791'>稀有奖励：</font><br>【英雄表情-育母蜘蛛】准备、无语共两款。<br>【兑换币】月星石4-6枚<br><br><font color='#ffe791'>普通奖励：</font><br>【交互品】点爆竹40个<br>【交互品】踢足球10个<br>【兑换币】月星石1-2枚"
		"91000064_exchange"		"月星石兑换"
		"91000064_ribbon"		"我的信使我做主！"
		"91000065_chance"		"<font color='#ffe791'>抽奖概率：</font><br>传奇-1%<br>史诗-4%<br>稀有-12%<br>普通-83%<br><font color='#ffe791'>保底规则：</font><br>传奇奖品<b>80</b>抽保底，史诗奖品30抽保底，稀有奖品10抽保底<br><font color='#ffe791'>幸运值：</font><br>参与抽奖可以累计幸运值，幸运值越高越容易出好东西。过往的累计抽奖次数已转换为对应的幸运值。<br>期间抽出传奇奖品，则消耗掉当前幸运值。<br><font color='#ffe791'>双传奇奖池：</font><br>若连续抽到相同的传奇奖品2次，则第3次一定为另一个传奇奖励。"
		"91000065_desc"		"我的主场我做主！"
		"91000065_detail"		"<font color='#ffe791'>传奇奖励：</font><br>【战场】落纱翠林<br>【攻击特效】超级导弹<br><br><font color='#ffe791'>史诗奖励：</font><br>【英雄表情-育母蜘蛛】得意<br>【炫彩素材】星辉<br>【兑换币】月星石9-12枚<br><br><font color='#ffe791'>稀有奖励：</font><br>【英雄表情-育母蜘蛛】难过<br>【兑换币】月星石4-6枚<br><br><font color='#ffe791'>普通奖励：</font><br>【交互品】鞭炮40个<br>【交互品】踢足球10个<br>【兑换币】月星石1-2枚"
		"91000065_exchange"		"月星石兑换"
		"91000065_ribbon"		"我的主场我做主！"
		"91000120_chance"		"<font color='#ffe791'>抽奖概率：</font><br>传奇-2%</font><br>史诗-8%<br>稀有-30%<br>普通-60%"
		"91000120_desc"		"金币也有好礼换。"
		"91000120_detail"		"<font color='#ffe791'>传奇奖励：</font><br>【信使皮肤】萌蛛<br><br><font color='#ffe791'>史诗奖励：</font><br>【信使皮肤】金耀小仓<br>【信使皮肤】baby鲨鱼<br>【信使皮肤】达士奇<br>【信使皮肤】神猫侠<br>【信使皮肤】小飞侠<br>【信使皮肤】毁灭企鹅<br>【信使皮肤】青天玄鸟<br>【兑换币】金耀石30枚<br><br><font color='#ffe791'>稀有奖励：</font><br>【头像框】财富<br>【炫彩素材】绸缎5个<br>【兑换币】金耀石20枚<br><br><font color='#ffe791'>普通奖励：</font><br>【炫彩素材】绸缎2个<br>【兑换币】金耀石10枚<br>【交互品】砸雪球20个"
		"91000120_exchange"		"金耀石兑换"
		"91000120_ribbon"		"金币也有好礼换。"
		"9900294_description"		"获得十月礼包一份"
		"9900295_description"		"获得祈愿礼包一份"
		"9900503_description"		"获得祈愿礼包一份"
		"9310112_description"		"【撼地者】擎天金刚体验卡7天"
		"9310113_description"		"【撼地者】擎天金刚体验卡14天"
		"9310114_description"		"【育母蜘蛛】盘丝妖姝体验卡7天"
		"9310115_description"		"【育母蜘蛛】盘丝妖姝体验卡14天"
		"5510361_description"		"月泉抽奖获得英雄表情"
		"5510362_description"		"月泉抽奖获得英雄表情"
		"5510363_description"		"月泉抽奖获得英雄表情"
		"5510364_description"		"月泉抽奖获得英雄表情"
		"5510365_description"		"月泉抽奖获得英雄表情"
		"5510366_description"		"月泉抽奖兑换获得英雄表情"
		"5510367_description"		"月泉抽奖兑换获得英雄表情"
		"9802945_description"		"兑换英雄表情"
		"9802946_description"		"兑换英雄表情"
		"9802947_description"		"兑换英雄表情"
		"9802948_description"		"兑换英雄表情"
		"9802949_description"		"兑换英雄表情"
		"9802950_description"		"兑换英雄表情"
		"9802951_description"		"兑换英雄表情"
		"9802952_description"		"兑换头像框"
		"5100545_description"		"星海秘宝活动获得英雄皮肤。"
		"5100546_description"		"星海秘宝活动获得英雄皮肤。"
		"9801386_description"		"在金币奖池抽取各类道具。"
		"9801387_description"		"获得120月石。"
		"9801388_description"		"用于月泉池和金币池抽取奖品。"
		"9801389_description"		"用于月泉池抽取奖品。"
		"9801390_description"		"星海秘宝活动获得英雄皮肤。"
		"2000095_description"		"用于祈愿奖池活动抽奖。"
		"1100064_description"		"用于祈愿奖池活动兑换奖品"
		"5750038_description"		"邀请赛冠军"
		"5100054_description"		"捣蛋萌医抽奖活动获得巫医英雄皮肤"
		"5203036_description"		"月泉奖池抽奖获得信使"
		"5203037_description"		"金币奖池抽奖获得信使"
		"5203038_description"		"S7赛季钻石段排行以上获得该信使皮肤"
		"5210019_description"		"捣蛋萌医抽奖活动获得周身特效"
		"5230033_description"		"月泉战场抽奖获得攻击弹道"
		"5300024_description"		"月泉战场抽奖获得竞技战场"
		"5410020_description"		"捣蛋萌医抽奖活动获得传送特效"
		"5420025_description"		"捣蛋萌医抽奖活动获得击杀播报"
		"5440025_description"		"捣蛋萌医抽奖活动获得连胜播报"
		"5510371_description"		"月泉战场抽奖获得英雄表情"
		"5510372_description"		"月泉战场抽奖获得英雄表情"
		"5510373_description"		"月泉战场抽奖获得英雄表情"
		"5510374_description"		"月泉战场抽奖获得英雄表情"
		"5510375_description"		"月泉战场抽奖获得英雄表情"
		"5510376_description"		"月泉奖池兑换获得英雄表情"
		"5510377_description"		"月泉奖池兑换获得英雄表情"
		"5710065_description"		"捣蛋萌医抽奖活动获得头像框"
		"5720028_description"		"捣蛋萌医抽奖活动获得名片背景"
		"5730030_description"		"捣蛋萌医抽奖活动获得名片装饰"
		"91000066_chance"		"<font color='#ffe791'>抽奖概率：</font><br>传奇-0.5%<br>史诗-4%<br>稀有-12%<br>普通-83.5%<br><font color='#ffe791'>保底规则：</font><br>传奇奖品<b>100</b>抽保底，史诗奖品<b>30</b>抽保底，稀有奖品<b>10</b>抽保底<br><font color='#ffe791'>幸运值：</font><br>参与抽奖可以累计幸运值，幸运值越高越容易出现高品质的奖励。过往的累计抽奖次数已转换为对应的幸运值。<br>期间抽出传奇奖品，则消耗掉当前幸运值。<br><font color='#ffe791'>双传奇奖池：</font><br>若连续抽到相同的传奇奖品2次，则第3次一定为另一个传奇奖励。"
		"91000066_desc"		"【琼英碧灵】主题系列装扮！"
		"91000066_detail"		"<font color='#ffe791'>传奇奖励：</font><br>【英雄皮肤】静语狂兰<br>【英雄皮肤】静语狂兰·破<br><br><font color='#ffe791'>史诗奖励：</font><br>【头像框】静语<br>【英雄表情-琼英碧灵-静语狂兰】难过、嘲讽，共两款<br>【名片背景】碧空<br>【名片装饰】双生<br>【炫彩素材】星辉<br>【兑换币】梦灵珠9-12枚<br><br><font color='#ffe791'>稀有奖励：</font><br>【英雄表情-琼英碧灵-静语狂兰】准备、无语、得意，共三款。<br>【兑换币】梦灵珠4-6枚<br><br><font color='#ffe791'>普通奖励：</font><br>【交互品】烟花10个<br>【兑换币】梦灵珠1-2枚"
		"91000066_exchange"		"梦灵珠兑换"
		"91000066_ribbon"		"【琼英碧灵】主题系列装扮！！"
		"91000067_chance"		"<font color='#ffe791'>抽奖概率：</font><br>传奇-1%<br>史诗-4%<br>稀有-12%<br>普通-83%<br><font color='#ffe791'>保底规则：</font><br>传奇奖品<b>80</b>抽保底，史诗奖品30抽保底，稀有奖品10抽保底<br><font color='#ffe791'>幸运值：</font><br>参与抽奖可以累计幸运值，幸运值越高越容易出好东西。过往的累计抽奖次数已转换为对应的幸运值。<br>期间抽出传奇奖品，则消耗掉当前幸运值。"
		"91000067_desc"		"我的信使我做主！"
		"91000067_detail"		"<font color='#ffe791'>传奇奖励：</font><br>【信使】捣蛋蝙蝠<br><br><font color='#ffe791'>史诗奖励：</font><br><br>【英雄表情-琼英碧灵-静语狂兰·破】得意、嘲讽，共两款<br>【炫彩素材】星辉<br>【兑换币】月星石9-12枚<br><br><font color='#ffe791'>稀有奖励：</font><br><br>【英雄表情-琼英碧灵-静语狂兰·破】准备、无语、难过，共三款。<br>【兑换币】月星石4-6枚<br><br><font color='#ffe791'>普通奖励：</font><br>【交互品】点爆竹40个<br>【交互品】踢足球10个<br>【兑换币】月星石1-2枚"
		"91000067_exchange"		"月星石兑换"
		"91000067_ribbon"		"我的信使我做主！"
		"91000068_chance"		"<font color='#ffe791'>抽奖概率：</font><br>传奇-1%<br>史诗-4%<br>稀有-12%<br>普通-83%<br><font color='#ffe791'>保底规则：</font><br>传奇奖品<b>80</b>抽保底，史诗奖品30抽保底，稀有奖品10抽保底<br><font color='#ffe791'>幸运值：</font><br>参与抽奖可以累计幸运值，幸运值越高越容易出现高品质的奖励。过往的累计抽奖次数已转换为对应的幸运值。<br>期间抽出传奇奖品，则消耗掉当前幸运值。<br><font color='#ffe791'>双传奇奖池：</font><br>若连续抽到相同的传奇奖品2次，则第3次一定为另一个传奇奖励。"
		"91000068_desc"		"我的主场我做主！"
		"91000068_detail"		"<font color='#ffe791'>传奇奖励：</font><br>【战场】寂静幽林<br>【攻击特效】幽蝠炽笼<br><br><font color='#ffe791'>史诗奖励：</font><br>【英雄表情-巫医】得意、嘲讽共两款<br>【炫彩素材】星辉<br>【兑换币】月星石9-12枚<br><br><font color='#ffe791'>稀有奖励：</font><br>【英雄表情-巫医】准备、无语、难过共三款。<br>【兑换币】月星石4-6枚<br><br><font color='#ffe791'>普通奖励：</font><br>【交互品】点爆竹40个<br>【交互品】踢足球10个<br>【兑换币】月星石1-2枚"
		"91000068_exchange"		"月星石兑换"
		"91000068_ribbon"		"我的主场我做主！"
		"91000121_chance"		"<font color='#ffe791'>抽奖概率：</font><br>传奇-2%</font><br>史诗-8%<br>稀有-30%<br>普通-60%"
		"91000121_desc"		"金币也有好礼换。"
