--[[
  ~ dumper · customs · dota2
  ~ credits: rou (a.k.a internetenemy), qfun(a.k.a qfun_g9s)
  ~ special for t.me/wildguild

  ~ build ec5ff63 
  ~ auto-generated — do not edit
]]


Tokens,SChineseBaseline,English,EnglishReviewStatus,Russian,RussianReviewStatus,Vietnamese,VietnameseReviewStatus,ReviewIssue,ReviewBatch,Note
season_shop_赛季征程副标题,赛季征程,SEASON JOURNEY,approved,Сезонный путь,approved,Hành trình mùa giải,approved,,migration-2026-08,
season_shop_距赛季结算,距赛季结算：{time},Until settlement: {time},approved,До завершения сезона: {time},approved,Còn {time} đến khi quyết toán mùa giải,approved,,migration-2026-08,
season_shop_账号赛季币,账号赛季币,Account Season Coins,approved,Сезонные монеты аккаунта,approved,Xu mùa giải của tài khoản,approved,,migration-2026-08,
season_shop_刷新,刷新,Refresh,approved,Обновить,approved,Làm mới,approved,,migration-2026-08,
season_shop_赛季档案副标题,赛季档案,SEASON ARCHIVE,approved,Архив сезона,approved,Hồ sơ mùa giải,approved,,migration-2026-08,
season_shop_赛季档案,赛季档案,Season Archive,approved,Архив сезона,approved,Hồ sơ mùa giải,approved,,migration-2026-08,
season_shop_贡献排行,贡献排行,Contribution Ranking,approved,Рейтинг вклада,approved,Bảng xếp hạng cống hiến,approved,,migration-2026-08,
season_shop_赛季商店,赛季商店,Season Shop,approved,Сезонный магазин,approved,Cửa hàng mùa giải,approved,,migration-2026-08,
season_shop_纪念章数量,纪念章 {count},Medals {count},approved,Медали: {count},approved,Huy hiệu kỷ niệm {count},approved,,migration-2026-08,
season_shop_身份_tax,纳税,Tax Contribution,approved,Налог,approved,Nộp thuế,approved,,migration-2026-08,
season_shop_身份_hunting,狩猎,Hunting,approved,Охота,approved,Săn bắn,approved,,migration-2026-08,
season_shop_身份_gold,持有金币,Gold Holdings,approved,Золото,approved,Vàng đang giữ,approved,,migration-2026-08,
season_shop_身份_warehouse_value,仓库价值,Warehouse Value,approved,Ценность склада,approved,Giá trị kho hàng,approved,,migration-2026-08,
season_shop_身份_sponsor,赞助等级,Sponsor Level,approved,Уровень спонсорства,approved,Cấp độ tài trợ,approved,,migration-2026-08,
season_shop_赞助身份提示,{board} {level},{board} {level},approved,{board} {level},approved,{board} {level},approved,,migration-2026-08,
season_shop_排行身份提示,{board}排行榜标识 · 第 {level} 名,{board} Ranking Badge · Rank {level},approved,Знак рейтинга {board} · место {level},approved,{board} biểu tượng bảng xếp hạng · Hạng {level},approved,,migration-2026-08,
settlement_撤离成功,撤离成功,Evacuation Successful,approved,Успешная эвакуация,approved,Sơ tán thành công,approved,,migration-2026-08,
settlement_撤离失败,撤离失败,Evacuation Failed,approved,Эвакуация не удалась,approved,Sơ tán thất bại,approved,,migration-2026-08,
settlement_死亡确认,死亡确认,Death Confirmation,approved,Подтверждение смерти,approved,Xác nhận tử vong,approved,,migration-2026-08,
settlement_战利品已完成封存,战利品已完成封存。,Loot has been secured.,approved,Трофеи сохранены.,approved,Chiến lợi phẩm đã được niêm phong.,approved,,addon_27.08_5.30,
settlement_已根据战场规则结算损失物资,已根据战场规则结算损失物资。,Lost supplies have been settled according to battlefield rules.,approved,Потери рассчитаны по правилам поля боя.,approved,Vật tư tổn thất đã được thanh toán theo quy tắc chiến trường.,approved,,migration-2026-08,
settlement_无尽失败物资已遗失,个人背包中的物资已遗失。,Personal bag supplies were lost.,approved,Предметы из личного рюкзака утеряны.,approved,Vật tư trong túi đồ cá nhân đã bị mất.,approved,,migration-2026-08,
settlement_M001死亡后可通过撤离点安全离开,找到地图中的撤离点并完成读条，可以安全带出物资。,Find an extraction point and complete the channel to safely secure your supplies.,approved,"Найдите точку эвакуации на карте и дождитесь завершения зарядки, чтобы безопасно вынести снаряжение.",approved,"Tìm điểm sơ tán trên bản đồ, chờ thanh tiến trình hoàn tất, có thể mang vật tư ra ngoài an toàn.",approved,,migration-2026-08,
settlement_M001撤离提醒,撤离提醒,Extraction Reminder,approved,Напоминание об эвакуации,approved,Nhắc nhở sơ tán,approved,,migration-2026-08,
settlement_M001状态不佳时应及时撤离,收获足够或状态不佳时，不要恋战，及时前往撤离点。,"When supplies are secured or your condition worsens, stop fighting and extract in time.",approved,"Получив достаточно добычи или при плохом состоянии, не затягивайте бой и сразу идите к точке эвакуации.",approved,"Khi đã thu hoạch đủ hoặc trạng thái không tốt, đừng ham chiến, hãy nhanh chóng đến điểm sơ tán.",approved,,migration-2026-08,
settlement_带出物资总价值,带出物资总价值,Total extracted supply value,approved,Общая стоимость вынесенного имущества,approved,Tổng giá trị vật tư mang ra,approved,,migration-2026-08,
settlement_带入价值,带入价值,Entry Value,approved,Внесённая ценность,approved,Giá trị mang vào,approved,,migration-2026-08,
settlement_带出价值,带出价值,Extraction Value,approved,Вынесенная ценность,approved,Giá trị mang ra,approved,,migration-2026-08,
settlement_收益,收益,Profit,approved,Прибыль,approved,Lợi nhuận,approved,,migration-2026-08,
settlement_损失物资总价值,损失物资总价值,Total Value of Lost Supplies,approved,Общая стоимость потерянного имущества,approved,Tổng giá trị vật tư tổn thất,approved,,migration-2026-08,
settlement_返回基地,返回基地,Return to Base,approved,Вернуться на базу,approved,Quay về căn cứ,approved,,migration-2026-08,
settlement_接受结算,接受结算,Accept Results,approved,Принять расчёт,approved,Chấp nhận thanh toán,approved,,migration-2026-08,
settlement_确认,确认,Confirm,approved,Подтвердить,approved,Xác nhận,approved,,migration-2026-08,
settlement_地图,地图,Map,approved,Карта,approved,Bản đồ,approved,,migration-2026-08,
settlement_层数,层数,Floor,approved,Этаж,approved,Số tầng,approved,,migration-2026-08,
settlement_第X层,第{floor}层,Floor {floor},approved,Этаж {floor},approved,Tầng {floor},approved,,migration-2026-08,
settlement_难度,难度,Difficulty,approved,Сложность,approved,Độ khó,approved,,migration-2026-08,
settlement_稳定度,稳定度,Stability,approved,Стабильность,approved,Độ ổn định,approved,,migration-2026-08,
settlement_简单,简单,Easy,approved,Легко,approved,Dễ,approved,,migration-2026-08,
settlement_普通,普通,Normal,approved,Нормально,approved,Thường,approved,,migration-2026-08,
settlement_困难,困难,Hard,approved,Сложно,approved,Khó,approved,,migration-2026-08,
settlement_无尽,无尽,Endless,approved,Бесконечность,approved,Vô tận,approved,,migration-2026-08,
settlement_无尽倾天秘境,无尽倾天秘境,Endless Skyfall Rift,approved,Бесконечный Тайный Мир Падшего Неба,approved,Bí cảnh Vô Tận Khuynh Thiên,approved,,migration-2026-08,
settlement_生存时长,生存时长,Survival Time,approved,Время выживания,approved,Thời gian sinh tồn,approved,,migration-2026-08,
settlement_获得经验值,累计获得经验,EXP Gained,approved,Получено опыта,approved,Kinh nghiệm nhận được,approved,,migration-2026-08,
settlement_获得狩猎分,累计获得狩猎分,Hunting Score Gained,approved,Всего получено охотничьих очков,approved,Tổng điểm săn bắn tích lũy,approved,,migration-2026-08,
settlement_遗失物资清单,遗失物资清单,Lost Supplies,approved,Список утерянных припасов,approved,Danh sách vật tư thất lạc,approved,,migration-2026-08,
settlement_带出物资清单,带出物资清单,Extracted Supplies,approved,Список вынесенных материалов,approved,Danh sách vật tư mang ra,approved,,migration-2026-08,
settlement_X金币,{value} 金币,{value} Gold,approved,{value} золота,approved,{value} Vàng,approved,,migration-2026-08,
settlement_X项损失,{count} 项损失,{count} Lost Items,approved,{count} потерь,approved,{count} tổn thất,approved,,migration-2026-08,
settlement_无结算物品,无物品,No supplies,approved,Нет предметов,approved,Không có vật phẩm,approved,,migration-2026-08,
settlement_X项带出,{count} 项带出,{count} Extracted Items,approved,Вынесено предметов: {count},approved,{count} mục mang ra,approved,,migration-2026-08,
shop_mall_点券赞助,点券赞助,Top Up Points,approved,Пополнение очков,approved,Nạp điểm,approved,,migration-2026-08,
shop_mall_兑换码,兑换码,Redemption Code,approved,Промокод,approved,Mã đổi thưởng,approved,,migration-2026-08,
shop_mall_选择支付方式,选择支付方式,Select Payment Method,approved,Выберите способ оплаты,approved,Chọn phương thức thanh toán,approved,,migration-2026-08,
shop_mall_未查询到支付结果,未查询到支付结果！,Payment status unavailable,approved,Результат оплаты не найден!,approved,Không tìm thấy kết quả thanh toán!,approved,,migration-2026-08,
shop_mall_赞助商城,赞助商城,Support Shop,approved,Магазин поддержки,approved,Cửa hàng tài trợ,approved,,migration-2026-08,
shop_mall_输入兑换码,输入兑换码,Enter Redemption Code,approved,Введите промокод,approved,Nhập mã đổi thưởng,approved,,migration-2026-08,
shop_mall_兑换商店,兑换商店,Shop,approved,Обменный магазин,approved,Cửa hàng đổi thưởng,approved,,migration-2026-08,
shop_mall_普通兑换,普通兑换,Standard Exchange,approved,Обычный обмен,approved,Đổi thường,approved,,migration-2026-08,
shop_mall_会员兑换,会员兑换,VIP Exchange,approved,Обмен для участников,approved,Đổi cho hội viên,approved,,migration-2026-08,
shop_mall_暂无可兑换,暂无可兑换商品,No items available,approved,Нет доступных товаров,approved,Hiện không có hàng đổi,approved,,migration-2026-08,
shop_mall_月卡专属,赛季会员专属,Monthly Card Exclusive,approved,Эксклюзив для подписчиков,approved,Dành riêng cho thẻ tháng,needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_需月卡,需要赛季会员,Requires Monthly Card,approved,Требуется месячная подписка,approved,Cần thẻ tháng,needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_永久卡专属,永久尊享卡专属,Permanent Card Exclusive,approved,Эксклюзив для постоянных членов,approved,Dành riêng cho thẻ vĩnh viễn,needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_需永久卡,需要永久尊享卡,Requires Permanent Card,approved,Требуется постоянная карта,approved,Cần thẻ vĩnh viễn,needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_暂无商品,本赛季暂无商品,No items this season,approved,В этом сезоне товаров нет,approved,Mùa này chưa có hàng,approved,,migration-2026-08,
shop_mall_剩余,剩余,Remaining,approved,Осталось,approved,Còn lại,approved,,migration-2026-08,
shop_mall_已售罄,已售罄,Sold Out,approved,Распродано,approved,Đã bán hết,approved,,migration-2026-08,
shop_mall_宝藏,秘宝,Treasure,approved,Тайное сокровище,approved,Bảo vật,approved,,migration-2026-08,
shop_mall_会员特权,会员特权,VIP Benefits,approved,Привилегии участника,approved,Đặc quyền hội viên,approved,,migration-2026-08,
shop_mall_微信支付,微信支付,WeChat Pay,approved,WeChat Pay,approved,WeChat Pay,approved,,migration-2026-08,
shop_mall_支付宝支付,支付宝支付,Alipay,approved,Alipay,approved,Alipay,approved,,migration-2026-08,
shop_mall_赞助,赞助,Top Up,approved,Пополнить,approved,Nạp tiền,approved,,migration-2026-08,
shop_mall_刷新,刷新,Refresh,approved,Обновить,approved,Làm mới,approved,,migration-2026-08,
shop_mall_当前点券,当前点券,Current Points,approved,Текущие баллы,approved,Điểm hiện tại,approved,,migration-2026-08,
shop_mall_礼包商城,礼包商城,Gift Packs,approved,Магазин наборов,approved,Cửa hàng gói quà,approved,,migration-2026-08,
shop_mall_秘宝,秘宝,Treasure,approved,Тайное сокровище,approved,Bảo vật,approved,,migration-2026-08,
shop_mall_扩展包,扩展包,Expansion Pack,approved,Расширение,approved,Gói mở rộng,approved,,migration-2026-08,
shop_mall_礼包,礼包,Gift Pack,approved,Набор,approved,Gói quà,approved,,migration-2026-08,
shop_mall_精选礼包,精选礼包,Featured Packs,approved,Избранный набор,approved,Gói quà chọn lọc,approved,,migration-2026-08,
shop_mall_精选礼包_desc,为下一场征战备齐补给、珍藏与战场增益，精选礼包助你更快踏上王座之路。,"Stock up on supplies, collectibles, and battle-ready boosts for the next campaign with featured packs built for your road to the throne.",approved,"Припасы, сувениры и усиления для следующей битвы — избранный набор поможет вам быстрее встать на путь к трону.",approved,"Chuẩn bị tiếp tế, bảo vật và tăng cường chiến trường cho cuộc chinh phạt tiếp theo. Gói quà chọn lọc giúp bạn nhanh chóng lên ngôi vương.",approved,,migration-2026-08,
shop_mall_当前上架礼包,当前上架礼包,Available Gift Packs,approved,Текущие наборы в продаже,approved,Gói quà đang bán,approved,,migration-2026-08,
shop_mall_购买成功,购买成功,Purchase Successful,approved,Покупка успешна,approved,Mua thành công,approved,,migration-2026-08,
shop_mall_礼包内容,礼包内容,Rewards,approved,Содержимое набора,approved,Nội dung gói quà,approved,,migration-2026-08,
shop_mall_立即购买,立即购买,Buy Now,approved,Купить сейчас,approved,Mua ngay,approved,,migration-2026-08,
shop_mall_每日特惠,限购特惠,Limited Deals,approved,Лимитированное предложение,approved,Ưu đãi giới hạn,approved,,migration-2026-08,
shop_mall_每日特惠角标,LIMITED DEALS,LIMITED DEALS,approved,ОГРАНИЧЕННЫЕ ПРЕДЛОЖЕНИЯ,approved,GIỚI HẠN ƯU ĐÃI,approved,,migration-2026-08,
shop_mall_每日特惠_desc,每日与每周补给均使用点券购买。,Direct-purchase bundles are delivered automatically.,approved,"Внимание: наборы, приобретённые напрямую во время закрытого бета-теста, будут возвращены в виде очков в открытом бета-тесте.",approved,Tiếp tế hằng ngày và hằng tuần đều được mua bằng điểm.,approved,,addon_23.08.2.44_2026-08-23,
shop_mall_每日限购,每日限购,Daily Limit,approved,Дневной лимит покупок,approved,Hạn mức mua hằng ngày,approved,,migration-2026-08,
shop_mall_每周限购,每周限购,Weekly Limit,approved,Недельный лимит покупок,approved,Hạn mức mua hằng tuần,approved,,migration-2026-08,
shop_mall_每日特惠_初级补给,初级补给,Starter Supplies,approved,Базовые припасы,approved,Tiếp tế sơ cấp,approved,,migration-2026-08,
shop_mall_每日特惠_强化补给,强化补给,Enhanced Supplies,approved,Улучшенные припасы,approved,Tiếp tế cường hóa,approved,,migration-2026-08,
shop_mall_每日特惠_高阶宝箱,高阶宝箱,Advanced Chest,approved,Сундук высокого уровня,approved,Rương cao cấp,approved,,migration-2026-08,
shop_mall_每日特惠_豪华宝箱,豪华宝箱,Deluxe Chest,approved,Роскошный сундук,approved,Rương hạng sang,approved,,migration-2026-08,
shop_mall_限购,限购,Limited to,approved,Лимит,approved,Giới hạn mua,approved,,migration-2026-08,
shop_mall_次,次,times,approved,раз,approved,lần,approved,,migration-2026-08,
shop_mall_行会礼包,行会礼包,Guild Bundle,approved,Подарочный набор гильдии,approved,Gói quà hội,approved,,migration-2026-08,
shop_mall_行会图册,行会图册,Guild Album,approved,Альбом гильдии,approved,Album hội,approved,,migration-2026-08,
shop_mall_元,元, CNY,approved,юань,approved,đồng,approved,,migration-2026-08,
shop_mall_获取订单中,正在获取订单...,Creating order...,approved,Получение заказа...,approved,Đang lấy đơn hàng...,approved,,migration-2026-08,
shop_mall_查询支付结果,查询支付结果中...,Checking payment...,approved,Проверка результата оплаты...,approved,Đang tra cứu kết quả thanh toán...,approved,,migration-2026-08,
shop_mall_支付成功,支付成功！,Payment successful!,approved,Оплата успешна!,approved,Thanh toán thành công!,approved,,migration-2026-08,
shop_mall_关闭,关闭,Close,approved,Закрыть,approved,Đóng,approved,,migration-2026-08,
shop_mall_取消,取消,Cancel,approved,Отмена,approved,Hủy,approved,,migration-2026-08,
shop_mall_我已支付,我已支付,I have paid,approved,Я оплатил,approved,Tôi đã thanh toán,approved,,migration-2026-08,
shop_mall_到账延迟提示,*到账延迟时可尝试手动刷新点券,"*If your points are delayed, try refreshing them manually.",approved,*При задержке зачисления попробуйте вручную обновить баллы,approved,"*Khi chậm nhận tiền, hãy thử làm mới thủ công điểm quà",approved,,migration-2026-08,
shop_mall_道具商店,道具商店,Item Shop,approved,Магазин предметов,approved,Cửa hàng đạo cụ,approved,,migration-2026-08,
shop_mall_道具商店_desc,快来挑选心仪的道具吧！,Choose from a selection of useful items.,approved,Выбирайте понравившиеся предметы!,approved,Hãy đến chọn những đạo cụ yêu thích nhé!,approved,,migration-2026-08,
shop_mall_礼包奖励_preview,礼包奖励,Rewards Preview,approved,Награды набора,approved,Phần thưởng gói quà,approved,,migration-2026-08,
shop_mall_包装纸,包装纸,Gift Wrapping,approved,Обёрточная бумага,approved,Giấy gói,approved,,migration-2026-08,
shop_mall_包装纸_desc,将饰品包装为礼品的精美纸张,Beautiful paper for wrapping jewelry as gifts,approved,Красивая бумага для упаковки предметов в подарок,approved,Giấy đẹp để gói trang sức thành quà tặng,approved,,migration-2026-08,
shop_mall_冲刺礼包,冲刺礼包,Sprint Gift,approved,Стартовый набор,approved,Gói quà tăng tốc,approved,,migration-2026-08,
shop_mall_冲刺礼包_desc,开服冲刺好礼，限时特惠！,Launch event gifts and limited-time special offers!,approved,"Отличный подарок к открытию сервера, временная скидка!",approved,"Quà tặng tăng tốc khi mở máy chủ, ưu đãi có hạn!",approved,,migration-2026-08,
shop_item_7_desc,一段时间内获得双倍金币,Double gold gain for a period of time,approved,Получайте двойное золото в течение некоторого времени,approved,Nhận vàng nhân đôi trong một thời gian,approved,,migration-2026-08,
shop_mall_月卡,赛季会员,Monthly Card,approved,Месячная карта,approved,Thẻ tháng,needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_月卡_desc,赛季会员，每天可额外领取 5 个行会契书,Daily: 5 extra Guild Contracts.,approved,Ежедневно: +5 договоров гильдии.,approved,Mỗi ngày: thêm 5 hợp đồng hội.,needs_review,copy_shortened_pending_professional_review | Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_永久卡,永久尊享卡,Permanent Card,approved,Постоянная карта,approved,Thẻ vĩnh viễn,needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_永久卡_desc,永久尊享卡，每天可领取 1 把神秘钥匙,Permanent: 1 Mystery Key daily.,approved,Навсегда: 1 таинственный ключ ежедневно.,approved,Vĩnh viễn: 1 chìa khóa bí ẩn mỗi ngày.,needs_review,copy_shortened_pending_professional_review | Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_购买,购买,Buy,approved,Купить,approved,Mua,approved,,migration-2026-08,
shop_mall_领取,领取,Claim,approved,Получить,approved,Nhận,approved,,migration-2026-08,
shop_mall_今日已领,今日已领,Claimed Today,approved,Сегодня забрано,approved,Đã nhận hôm nay,approved,,migration-2026-08,
shop_mall_未开通,未开通,Not Activated,approved,Не активировано,approved,Chưa kích hoạt,approved,,migration-2026-08,
shop_mall_今日待领,今日待领,Claimable Today,approved,Сегодня можно забрать,approved,Chờ nhận hôm nay,approved,,migration-2026-08,
shop_mall_购买激活,购买激活,Purchase to Activate,approved,Купить и активировать,approved,Mua và kích hoạt,approved,,migration-2026-08,
shop_mall_月卡奖励提示_待领,已解锁，记得领取今天的赛季会员奖励,Unlocked. Claim today's monthly reward.,approved,"Разблокировано, не забудьте забрать сегодняшнюю награду от месячной карты",approved,"Đã mở khóa, nhớ nhận phần thưởng thẻ tháng hôm nay",needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_奖励提示_已领,奖励已领取，明日可再次领取,Reward claimed. Available again tomorrow.,approved,"Награда получена, завтра можно будет получить снова",approved,"Phần thưởng đã nhận, ngày mai có thể nhận lại",approved,,migration-2026-08,
shop_mall_月卡奖励提示_未激活,购买赛季会员后，每日都可领取 5 个奖励道具,Purchase a Monthly Card to claim 5 daily rewards.,approved,После покупки месячного абонемента можно ежедневно получать 5 наградных предметов.,approved,"Sau khi mua thẻ tháng, mỗi ngày có thể nhận 5 vật phẩm thưởng",needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_永久卡奖励提示_待领,已解锁，记得领取今天的永久尊享卡奖励,Unlocked. Claim today's Permanent Card reward.,approved,"Разблокировано, не забудьте получить сегодняшнюю награду постоянной карты.",approved,"Đã mở khóa, nhớ nhận thưởng thẻ vĩnh viễn hôm nay",needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_永久卡奖励提示_未激活,购买永久尊享卡后，每日都可领取 1 个奖励道具,Purchase a Permanent Card to claim 1 daily reward.,approved,После покупки постоянной карты можно ежедневно получать 1 наградной предмет.,approved,"Sau khi mua thẻ vĩnh viễn, mỗi ngày có thể nhận 1 vật phẩm thưởng",needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_月卡有效期,赛季会员有效期,Monthly Card Expiration,approved,Срок действия месячного абонемента,approved,Thời hạn hiệu lực thẻ tháng,needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_再次购买延长月卡,再次购买可以延长赛季会员有效期,Buy again to extend the monthly card duration.,approved,Повторная покупка продлевает срок действия месячного абонемента.,approved,Mua lại có thể gia hạn thời hạn hiệu lực thẻ tháng,needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_上次到期时间,上次到期时间,Last Expiration Time,approved,Время последнего истечения,approved,Thời gian hết hạn lần trước,approved,,migration-2026-08,
shop_mall_月卡已过期,赛季会员已过期,Monthly card expired,approved,Месячный абонемент истёк,approved,Thẻ tháng đã hết hạn,needs_review,Vietnamese: 简中基线已更新,professional-en-ru-2026-08-21,
shop_mall_再次购买,再次购买,Buy Again,approved,Купить снова,approved,Mua lại,approved,,migration-2026-08,
shop_mall_立即开通,立即开通,Activate Now,approved,Активировать сейчас,approved,Mở ngay,approved,,migration-2026-08,
shop_mall_生效中,生效中,Active,approved,Активен,approved,Đang có hiệu lực,approved,,migration-2026-08,
shop_mall_已到期,已到期,Expired,approved,Истёк,approved,Đã hết hạn,approved,,migration-2026-08,
shop_mall_有效期至,有效期至：{time},Valid until: {time},approved,Действителен до: {time},approved,Có hiệu lực đến: {time},approved,,migration-2026-08,
shop_mall_月卡特权_背包,+5额外背包格子,+5 Extra Backpack Slots,approved,+5 дополнительных ячеек рюкзака,approved,+5 ô ba lô phụ,approved,,migration-2026-08,
shop_mall_月卡特权_幸运,+30幸运值,+30 Luck,approved,+30 к удаче,approved,+30 điểm may mắn,approved,,migration-2026-08,
shop_mall_月卡特权_商店商品数量,+4商店商品数量,+4 Shop Items,approved,+4 товара в магазине,approved,+4 vật phẩm trong cửa hàng,approved,,migration-2026-08,
shop_mall_每日可领取,每日可领取,Daily Reward,approved,Можно получать ежедневно,approved,Mỗi ngày có thể nhận,approved,,migration-2026-08,
shop_mall_永久卡特权_背包,+5额外背包格子,+5 Extra Backpack Slots,approved,+5 дополнительных ячеек рюкзака,approved,+5 ô ba lô phụ,approved,,migration-2026-08,
shop_mall_永久卡特权_幸运,+30幸运值,+30 Luck,approved,+30 к удаче,approved,+30 điểm may mắn,approved,,migration-2026-08,
shop_mall_永久卡特权_仓库,+50仓库上限,+50 Warehouse Capacity,approved,+50 к лимиту склада,approved,+50 giới hạn kho,approved,,migration-2026-08,
shop_mall_品质普通,普通,Common,approved,Обычный,approved,Thường,approved,,migration-2026-08,
shop_mall_品质优秀,优秀,Superior,approved,Отличный,approved,Tốt,approved,,migration-2026-08,
shop_mall_品质稀有,稀有,Rare,approved,Редкий,approved,Hiếm,approved,,migration-2026-08,
shop_mall_品质史诗,史诗,Epic,approved,Эпический,approved,Sử thi,approved,,migration-2026-08,
shop_mall_品质传奇,传奇,Legendary,approved,Легендарный,approved,Huyền thoại,approved,,migration-2026-08,
shop_mall_品质神话,神话,Mythic,approved,Мифический,approved,Thần thoại,approved,,migration-2026-08,
shop_mall_类型装备,装备,Equipment,approved,Снаряжение,approved,Trang bị,approved,,migration-2026-08,
shop_mall_类型配方,配方,Blueprint,approved,Рецепт,approved,Công thức,approved,,migration-2026-08,
shop_mall_类型特殊,特殊,Special,approved,Особый,approved,Đặc biệt,approved,,migration-2026-08,
shop_mall_类型宝石,宝石,Gem,approved,Самоцвет,approved,Đá quý,approved,,migration-2026-08,
shop_mall_类型药剂,药剂,Potion,approved,Зелье,approved,Thuốc,approved,,migration-2026-08,
shop_mall_类型材料,材料,Material,approved,Материал,approved,Nguyên liệu,approved,,migration-2026-08,
shop_mall_物品等级,等级,Level,approved,Уровень,approved,Cấp,approved,,migration-2026-08,
shop_mall_物品数量,数量,Quantity,approved,Количество,approved,Số lượng,approved,,migration-2026-08,
shop_mall_基础版,基础版,Basic Version,approved,Базовая версия,approved,Bản cơ bản,approved,,migration-2026-08,
shop_mall_豪华版,豪华版,Deluxe Version,approved,Премиум-версия,approved,Bản cao cấp,approved,,migration-2026-08,
shop_mall_三张全新地图,3张全新地图,3 New Maps,approved,3 новые карты,approved,3 bản đồ mới,approved,,migration-2026-08,
shop_mall_末影秘境新材料,末影秘境新材料,New Ender Realm Materials,approved,Новые материалы из Тайников Эндера,approved,Nguyên liệu mới từ Tận Thế Bí Cảnh,approved,,professional-en-ru-2026-08-21,
shop_mall_全新装备图纸,全新装备图纸,New Equipment Blueprints,approved,Новые чертежи снаряжения,approved,Bản vẽ trang bị mới,approved,,migration-2026-08,
shop_mall_新天赋树,新天赋树,New Talent Tree,approved,Новое дерево талантов,approved,Cây tài năng mới,approved,,migration-2026-08,
shop_mall_末影秘境,末影秘境,Ender Realm,approved,Тайники Эндера,approved,Tận Thế Bí Cảnh,approved,,professional-en-ru-2026-08-21,
shop_mall_末影秘境副标题,末影秘境扩展包，探索全新世界。,Ender Realm expansion: explore a new world.,approved,Расширение «Тайники Эндера»: исследуйте новый мир.,approved,"Bản mở rộng Tận Thế Bí Cảnh, khám phá thế giới mới.",approved,,professional-en-ru-2026-08-21,
shop_mall_基础版描述,购买获得末影秘契，使用后解锁扩展包基础权益：<br>1.解锁3张全新地图《末影雷山》《末影神殿》《欲望神殿》。<br>2.末影秘境新材料。<br>3.解锁末影天赋树。<br>4.重复购买仅能在交易所出售。,"Purchase grants an Ender Secret Pact. Use it to unlock basic expansion benefits:<br>1. Unlocks 3 new maps: Ender Thunder Mountain, Ender Temple, Temple of Desire.<br>2. New Ender Realm materials.<br>3. Unlocks the Ender talent tree.<br>4. Duplicate purchases can only be sold on the marketplace.",approved,"При покупке вы получаете Таинственный контракт Эндера. Используйте его, чтобы открыть базовые возможности расширения:<br>1. 3 новые карты: «Громовая гора Эндера», «Храм Эндера», «Храм желаний».<br>2. Новые материалы из Тайников Эндера.<br>3. Дерево талантов Эндера.<br>4. При повторной покупке можно продать только на бирже.",approved,"Mua để nhận Khế Ước Tận Thế, dùng để mở khóa quyền lợi bản mở rộng cơ bản:<br>1.Mở khóa 3 bản đồ mới <Núi Sấm Tận Thế><Đền Tận Thế><Đền Dục Vọng>.<br>2.Nguyên liệu mới từ Tận Thế Bí Cảnh.<br>3.Mở khóa cây tài năng Tận Thế.<br>4.Mua lại chỉ có thể bán trên sàn giao dịch.",approved,,addon_23.08.2.44_2026-08-23,
shop_mall_豪华版描述,购买直接获得末影秘契。<br>1.包含全部基础版权益。<br>2.额外包含末影特调*5。,Purchase directly grants an Ender Contract.<br>1. Includes all Basic Edition benefits.<br>2. Additionally includes Ender Specialty Potion ×5.,approved,При покупке вы сразу получаете эндер-контракт.<br>1. Включает все преимущества базовой версии.<br>2. Дополнительно включает: эндер-микстура ×5.,approved,Mua trực tiếp nhận Khế Ước Tận Thế.<br>1.Bao gồm toàn bộ quyền lợi của bản cơ bản.<br>2.Thêm 5 chai Pha Chế Đặc Biệt Tận Thế.,approved,,addon_23.08.2.44_2026-08-23,
shop_mall_已包含,已包含,Included,approved,Включено,approved,Đã bao gồm,approved,,migration-2026-08,
shop_mall_购买基础版,购买基础版,Buy Basic,approved,Купить базовую версию,approved,Mua phiên bản cơ bản,approved,,migration-2026-08,
shop_mall_已拥有豪华版,已拥有豪华版,Deluxe Owned,approved,Уже есть премиум-версия,approved,Đã sở hữu phiên bản cao cấp,approved,,migration-2026-08,
shop_mall_购买豪华版,购买豪华版,Buy Deluxe,approved,Купить премиум-версию,approved,Mua phiên bản cao cấp,approved,,migration-2026-08,
